outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,q1_lo,q1_hi
vegan,mpba-modifiable,count,NA,NA,-2.3751930714702185,0.9594614109487628,0.995870232817313,1.00114866435568,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_count/plots/SRQS8F7JWA9MZ.png,Plant-based,NA,TRUE,NA,NA
vegan,mpba-modifiable,count,NA,NA,-4.087689411943798,0.989104248638158,0.9989050454220223,1.0003391045865,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_count/plots/W8T41JZK0ZMEP.png,Plant-based,NA,TRUE,NA,NA
vegan,mpba-modifiable,proportion,NA,NA,1.238608884669373,0.8884131297868878,0.9882378801882886,1.01236289164066,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_prop/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegan,mpba-modifiable,proportion,-0.7583021817601744,NA,0.035914146713588474,1.597533878152646,1.0479607274637934,1.00387567057307,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_prop/plots/ED5J990H5VAZT.png,Plant-based,NA,TRUE,NA,NA
vegan,mpba-modifiable,proportion,NA,NA,-1.1130890734745247,0.19875698720868437,0.850809323650247,1.00925545786703,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_prop/plots/JHDN7CF1C03X5.png,Plant-based,NA,TRUE,NA,NA
vegan,mpba-modifiable,proportion,NA,NA,1.3713999251716837,0.9901958185774794,0.9990152293182429,1.00286513485703,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_prop/plots/L69HYJ4Y3TR91.png,Plant-based,NA,TRUE,NA,NA
vegan,mpba-modifiable,proportion,NA,NA,-0.03666704454224884,0.7603620219190648,0.9729758069937793,1.00067469471109,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_prop/plots/SRQS8F7JWA9MZ.png,Plant-based,NA,TRUE,NA,NA
vegan,mpba-modifiable,proportion,NA,NA,0.19470037213377334,0.871156604238423,0.9863013403961864,1.00555861790984,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/mpbamod_dishes_prop/plots/W8T41JZK0ZMEP.png,Plant-based,NA,TRUE,NA,NA
vegan,vegan,count,-2.87593523918678,NA,-1.835541621946705,1.0579820862526295,1.0056522542085897,1.00177185608143,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegan_dishes_count/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegan,vegan,count,-1.04553812110196,-1.4391067034135734,-0.7531951061975922,1.4212014671556359,1.0357753345214058,1.0007180767494,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegan_dishes_count/plots/ED5J990H5VAZT.png,Plant-based,FALSE,TRUE,-1.220515569371343,-0.8705606728325772
vegan,vegan,count,-3.4986622657678987,-4.876342137000475,-2.914804803551948,1.0306996119073966,1.0030283568888168,1.00033561884374,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegan_dishes_count/plots/JHDN7CF1C03X5.png,Plant-based,FALSE,TRUE,-3.999054442668033,-2.9982700888677645
vegan,vegan,count,-1.6684250053035128,-2.2846926222191244,-1.2799035264230627,1.2074899546445037,1.0190332449046497,1.00105812183447,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegan_dishes_count/plots/L69HYJ4Y3TR91.png,Plant-based,FALSE,TRUE,-1.9247487542310795,-1.412101256375946
vegan,vegan,count,-3.6239693258055508,-4.4136570432107805,-3.1764797498629127,1.0270355831740057,1.0026712191684757,1.00021950344204,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegan_dishes_count/plots/W8T41JZK0ZMEP.png,Plant-based,FALSE,TRUE,-3.939575778190211,-3.3083628734208905
vegan,vegan,proportion,0.24956221439761267,NA,1.0014877639349977,3.6091179664755115,1.1369467059875682,1.00183071461657,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegan_dishes_prop/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegan,vegan,proportion,0.8656797912325289,-0.07717612026398585,1.4816782313908246,10.768456252817685,1.268280586568099,1.0029052831112,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegan_dishes_prop/plots/ED5J990H5VAZT.png,Plant-based,FALSE,TRUE,0.4680128647899752,1.2633467176750826
vegan,vegan,proportion,0.3124389236934403,-1.6908053826348164,0.8836420157618107,3.9225990705978067,1.1464560015165237,1.00101695092159,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegan_dishes_prop/plots/JHDN7CF1C03X5.png,Plant-based,FALSE,TRUE,-0.3443078616118217,0.9691857089987023
vegan,vegan,proportion,1.1221931793457511,0.00848911528264082,1.894679183552345,21.576038163933788,1.3595562169965736,1.00257480712699,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegan_dishes_prop/plots/L69HYJ4Y3TR91.png,Plant-based,TRUE,TRUE,0.6410222435626634,1.603364115128839
vegan,vegan,proportion,0.49390378255732564,-0.3598390515947746,0.9576256508261799,5.14847668499502,1.1780612610451158,1.00063017137027,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegan_dishes_prop/plots/W8T41JZK0ZMEP.png,Plant-based,FALSE,TRUE,0.15781584826626582,0.8299917168483855
vegan,vegetarian,count,NA,NA,-2.41085968378083,0.9899587249801519,0.9989913062077577,1.00367370095922,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_count/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegan,vegetarian,count,-3.973312596725288,NA,-2.6679890959848906,1.0189890583010857,1.001882872031624,1.00159482561857,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_count/plots/ED5J990H5VAZT.png,Plant-based,NA,TRUE,NA,NA
vegan,vegetarian,count,-4.0361214150832065,NA,-3.240980423180278,1.0178228224549921,1.00176814715612,1.00273312561184,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_count/plots/JHDN7CF1C03X5.png,Plant-based,NA,TRUE,NA,NA
vegan,vegetarian,count,-3.2568917224683096,NA,-2.2142129942895954,1.039258944132531,1.0038582143647932,1.0067548742121,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_count/plots/L69HYJ4Y3TR91.png,Plant-based,NA,TRUE,NA,NA
vegan,vegetarian,count,NA,NA,-3.276277805132749,0.9870712908317016,0.9986995450915277,1.00028280749176,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_count/plots/SRQS8F7JWA9MZ.png,Plant-based,NA,TRUE,NA,NA
vegan,vegetarian,count,NA,NA,-5.233710519619725,0.9903897767788079,0.9990347961671204,1.00030937339613,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_count/plots/W8T41JZK0ZMEP.png,Plant-based,NA,TRUE,NA,NA
vegan,vegetarian,proportion,-1.0807029973253306,NA,0.9697529459539574,1.4040443238429245,1.0345180721238123,1.00470725839913,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_prop/plots/2HRX9P6HKXA8V.png,Plant-based,NA,TRUE,NA,NA
vegan,vegetarian,proportion,-0.48887859623741664,NA,0.9347859558713703,1.846540301713991,1.0632511939835247,1.00088069969364,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_prop/plots/ED5J990H5VAZT.png,Plant-based,NA,TRUE,NA,NA
vegan,vegetarian,proportion,-0.07073301367778628,NA,0.8764550528681293,2.5388484520978216,1.0976494845475835,1.00275208211783,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_prop/plots/JHDN7CF1C03X5.png,Plant-based,NA,TRUE,NA,NA
vegan,vegetarian,proportion,-0.680645846650002,NA,1.3020436925927095,1.6591242470075684,1.0519325435001932,1.00587329022431,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_prop/plots/L69HYJ4Y3TR91.png,Plant-based,NA,TRUE,NA,NA
vegan,vegetarian,proportion,NA,NA,-0.1949149720192693,0.9286926635406021,0.9926295539483841,1.00027334621668,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_prop/plots/SRQS8F7JWA9MZ.png,Plant-based,NA,TRUE,NA,NA
vegan,vegetarian,proportion,-2.4026806351753507,NA,0.5549760265847095,1.0946942463530656,1.0090885621503372,1.00292511325367,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/vegan/vegetarian_dishes_prop/plots/W8T41JZK0ZMEP.png,Plant-based,NA,TRUE,NA,NA
