uid,restaurant,row_in_file,item_name,vegan,vegetarian,mpbamod,lamb,chunked_beef_or_pork,pulled_pork,beef_or_pork_burger,ground_meat,meatballs,sausage,bacon,breakfast_sausage_patty,unfried_chicken,fried_chicken,savory_dairy,sweet_dairy,egg,draw_order
160,L69HYJ4Y3TR91,45,Danish,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,32
293,W8T41JZK0ZMEP,61,Chicken Curry Couscous On Greens,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,33
177,ED5J990H5VAZT,14,Egg Hummus Pesto,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,34
208,ED5J990H5VAZT,45,Croissant Chocolate,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,35
81,JHDN7CF1C03X5,38,Early Bird Wrap,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,36
264,W8T41JZK0ZMEP,32,Matcha Love Bowl,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,37
24,2HRX9P6HKXA8V,8,Veggie Wurst,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,38
100,JHDN7CF1C03X5,57,Spirulina Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39
19,2HRX9P6HKXA8V,3,Helgas Giant Kelbassi,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,40
320,W8T41JZK0ZMEP,88,Carrot Cake,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,41
257,W8T41JZK0ZMEP,25,Black Bean Burger,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,42
12,SRQS8F7JWA9MZ,12,Ice Cream Sandwich,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,43
58,JHDN7CF1C03X5,15,Pitaya Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44
350,W8T41JZK0ZMEP,118,Cookie Bar Sandwich,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,45
33,2HRX9P6HKXA8V,17,Vegan Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46
275,W8T41JZK0ZMEP,43,Vegan Cupcake,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,47
244,W8T41JZK0ZMEP,12,Carrot Cake Cupcake,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,48
261,W8T41JZK0ZMEP,29,Chicken Salad Over Greens,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,49
98,JHDN7CF1C03X5,55,Blue Spirulina,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,50
252,W8T41JZK0ZMEP,20,Tacos,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,51
55,JHDN7CF1C03X5,12,Asian Chicken Wrap,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,52
289,W8T41JZK0ZMEP,57,Vegan Cheesecake,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,53
212,ED5J990H5VAZT,49,Croissant Plain,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,54
228,ED5J990H5VAZT,65,Croissant Almond,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,55
60,JHDN7CF1C03X5,17,Avocado Toast,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,56
299,W8T41JZK0ZMEP,67,Cilantro Lime Coleslaw,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,57
123,L69HYJ4Y3TR91,8,Berry-Licious ASsai Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,58
294,W8T41JZK0ZMEP,62,Vegan Chicken Wrap,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,59
342,W8T41JZK0ZMEP,110,Taali Water Lily Pops,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,60
333,W8T41JZK0ZMEP,101,Curried Cauliflower Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,61
238,W8T41JZK0ZMEP,6,Zucchini Muffin,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,62
267,W8T41JZK0ZMEP,35,Tex Mex Burrito Bowl,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,63
102,JHDN7CF1C03X5,59,Mediterranean Bowl,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,64
7,SRQS8F7JWA9MZ,7,Impossible Patty Melt,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,65
230,ED5J990H5VAZT,67,Banana Loaf,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,66
343,W8T41JZK0ZMEP,111,Spinach Lental Rice Bow,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,67
69,JHDN7CF1C03X5,26,Teriyaki Bowl,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,68
18,2HRX9P6HKXA8V,2,Hans Jalapeno Cheddar,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,69
306,W8T41JZK0ZMEP,74,Green Goddess Salad Bowl,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,70
355,W8T41JZK0ZMEP,123,Punjabi Butternut Chickpea Spinach Curry,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,71
341,W8T41JZK0ZMEP,109,Enlightened Bean Crisps,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,72
43,JHDN7CF1C03X5,0,Turkey Bacon Avocado Panini,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,73
183,ED5J990H5VAZT,20,Muffin,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,74
86,JHDN7CF1C03X5,43,Quinoa Lentils,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,75
164,ED5J990H5VAZT,1,Bagel,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,76
111,JHDN7CF1C03X5,68,Soba Noodle Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,77
317,W8T41JZK0ZMEP,85,Grilled Chicken Sandwich,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,78
2,SRQS8F7JWA9MZ,2,Gold Standard - Kale,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,79
144,L69HYJ4Y3TR91,29,Grilled Cheese Toast,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,80
97,JHDN7CF1C03X5,54,Caesar Salad,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,81
145,L69HYJ4Y3TR91,30,Turkey Cheddar Sandwich,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,82
217,ED5J990H5VAZT,54,Simple Salad,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,83
138,L69HYJ4Y3TR91,23,Keto Toasted Bagel,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,84
199,ED5J990H5VAZT,36,Croque Madame,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,85
243,W8T41JZK0ZMEP,11,Vegan Cookie Bar,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,86
248,W8T41JZK0ZMEP,16,Chocolate Chip Cookie Bar,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,87
265,W8T41JZK0ZMEP,33,Raspberry Bar,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,88
85,JHDN7CF1C03X5,42,Cheesecake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,89
258,W8T41JZK0ZMEP,26,Fudgy Espresso Brownie,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,90
329,W8T41JZK0ZMEP,97,Pb Choc Tart,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,91
155,L69HYJ4Y3TR91,40,Chocolate Croissant,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,92
37,2HRX9P6HKXA8V,21,Smoked Chicken Apple,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,93
204,ED5J990H5VAZT,41,Croissant Cinnamon Twist,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,94
153,L69HYJ4Y3TR91,38,Gluten Free Chocolate Chip Cookie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,95
203,ED5J990H5VAZT,40,Egg Meat,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,96
1,SRQS8F7JWA9MZ,1,Telway Burger,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,97
44,JHDN7CF1C03X5,1,Spicy Chicken Panini,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,98
130,L69HYJ4Y3TR91,15,Turkey Cheddar Ciabatta Club,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,99
161,L69HYJ4Y3TR91,46,Chips,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,100
288,W8T41JZK0ZMEP,56,Candy Patty,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,101
283,W8T41JZK0ZMEP,51,Butternut Squash Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,102
67,JHDN7CF1C03X5,24,Fiesta Bowl,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,103
61,JHDN7CF1C03X5,18,Mediterranean Wrap,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,104
231,ED5J990H5VAZT,68,Matcha Loaf,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,105
29,2HRX9P6HKXA8V,13,Chili Con Carne,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,106
50,JHDN7CF1C03X5,7,Turkey Pesto Panini,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,107
80,JHDN7CF1C03X5,37,Vegetarian Combo Meal,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,108
224,ED5J990H5VAZT,61,Butterhorn Berry,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,109
247,W8T41JZK0ZMEP,15,Fudgy Brownie,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,110
117,L69HYJ4Y3TR91,2,Toasted Bagels,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,111
255,W8T41JZK0ZMEP,23,Granola,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,112
202,ED5J990H5VAZT,39,Pastrami Sandwich With Side Salad,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,113
9,SRQS8F7JWA9MZ,9,Beyond Burger,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,114
337,W8T41JZK0ZMEP,105,Applesauce,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,115
200,ED5J990H5VAZT,37,Egusto Mato,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,116
156,L69HYJ4Y3TR91,41,Ham and Cheese Croissant,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,117
309,W8T41JZK0ZMEP,77,Quiche,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,118
91,JHDN7CF1C03X5,48,Portobello Balsamic Toast,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,119
236,W8T41JZK0ZMEP,4,Buddha Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,120
30,2HRX9P6HKXA8V,14,Beyond Sausage,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,121
279,W8T41JZK0ZMEP,47,Rainbow Wrap,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,122
188,ED5J990H5VAZT,25,The Craven,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,123
354,W8T41JZK0ZMEP,122,Chocolate Cake,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,124
70,JHDN7CF1C03X5,27,Kale Vegetarian Wrap,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,125
8,SRQS8F7JWA9MZ,8,Cole Slaw,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,126
49,JHDN7CF1C03X5,6,Beach Salad,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,127
28,2HRX9P6HKXA8V,12,Weisswurst,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,128
266,W8T41JZK0ZMEP,34,Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,129
46,JHDN7CF1C03X5,3,Acai Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,130
357,W8T41JZK0ZMEP,125,Savory Mushroom Flatbread,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,131
62,JHDN7CF1C03X5,19,Albacore Melt Panini,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,132
304,W8T41JZK0ZMEP,72,House Tomato Soup,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,133
282,W8T41JZK0ZMEP,50,Walnut Brownie,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,134
324,W8T41JZK0ZMEP,92,Vegan Peanut Butter Fudge,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,135
210,ED5J990H5VAZT,47,Cream Cheese Pocket,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,136
287,W8T41JZK0ZMEP,55,Buffalo Tofu Chicken Wrap,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,137
129,L69HYJ4Y3TR91,14,Bagel Joy Pizza,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,138
140,L69HYJ4Y3TR91,25,Keto Cookie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,139
290,W8T41JZK0ZMEP,58,Honey By John,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,140
297,W8T41JZK0ZMEP,65,Reuben-Vegan Or Regular,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,141
27,2HRX9P6HKXA8V,11,Turkey Dog,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,142
47,JHDN7CF1C03X5,4,Fresh Beyond Burger,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,143
326,W8T41JZK0ZMEP,94,Pomegranate Power Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,144
93,JHDN7CF1C03X5,50,Cranberry Turkey Panini,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,145
42,2HRX9P6HKXA8V,26,Mediterranean Chicken Sausage,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,146
233,W8T41JZK0ZMEP,1,Energy Bars,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,147
87,JHDN7CF1C03X5,44,Tex Bowl,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,148
285,W8T41JZK0ZMEP,53,Daily Special,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,149
64,JHDN7CF1C03X5,21,Veg Buddha Bowl,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,150
187,ED5J990H5VAZT,24,Tom Swanson,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,151
250,W8T41JZK0ZMEP,18,Chickpea Salad Over Greens,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,152
278,W8T41JZK0ZMEP,46,Great Pumpkin Bowl,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,153
196,ED5J990H5VAZT,33,Scone Blueberry,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,154
274,W8T41JZK0ZMEP,42,Lemon Bar,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,155
166,ED5J990H5VAZT,3,Egg Cheese,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,156
351,W8T41JZK0ZMEP,119,Butternut Curry,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,157
142,L69HYJ4Y3TR91,27,Brownie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,158
268,W8T41JZK0ZMEP,36,Sweet Potato Fries,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,159
181,ED5J990H5VAZT,18,Careless Whisper,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,160
313,W8T41JZK0ZMEP,81,Bean Corn Salad,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,161
35,2HRX9P6HKXA8V,19,Gingerbread Cookie,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,162
344,W8T41JZK0ZMEP,112,Microgreens,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,163
219,ED5J990H5VAZT,56,Mochi Waffle (Weekends From 9Am-1Pm),False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,164
174,ED5J990H5VAZT,11,One Punch,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,165
76,JHDN7CF1C03X5,33,Kids Grilled Cheese,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,166
348,W8T41JZK0ZMEP,116,Matcha Pancakes,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,167
318,W8T41JZK0ZMEP,86,Vegan Muffin,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,168
75,JHDN7CF1C03X5,32,Healthy Start Wrap,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,169
16,2HRX9P6HKXA8V,0,Big Bob Bratwurst,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,170
83,JHDN7CF1C03X5,40,Santa Fe Quesadilla,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,171
256,W8T41JZK0ZMEP,24,Dragon Smoothie Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,172
281,W8T41JZK0ZMEP,49,Green Goddess Smoothie Bowl,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,173
260,W8T41JZK0ZMEP,28,Chia Pudding,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,174
173,ED5J990H5VAZT,10,Coffee Cake,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,175
168,ED5J990H5VAZT,5,Egg Meat Cheese,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,176
121,L69HYJ4Y3TR91,6,Fresh Baked Banana Bread,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,177
246,W8T41JZK0ZMEP,14,Peanut Butter Scotchy Bar,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,178
259,W8T41JZK0ZMEP,27,Beyond Burger,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,179
178,ED5J990H5VAZT,15,Anam A Nom,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,180
321,W8T41JZK0ZMEP,89,Pumpkin Waffles,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,181
359,W8T41JZK0ZMEP,127,Spinach Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,182
88,JHDN7CF1C03X5,45,Kale Caesar Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,183
113,JHDN7CF1C03X5,70,Vegetarian Caesar Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,184
254,W8T41JZK0ZMEP,22,Cranberry Chicken Salad,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,185
185,ED5J990H5VAZT,22,Turkey Sandwich With Side Salad,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,186
122,L69HYJ4Y3TR91,7,Quiche,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,187
169,ED5J990H5VAZT,6,Scone,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,188
225,ED5J990H5VAZT,62,Flan,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,189
52,JHDN7CF1C03X5,9,Breakfast Panini,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,190
114,JHDN7CF1C03X5,71,Steel Cut Oat Meal,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,191
68,JHDN7CF1C03X5,25,Breakfast Wrap,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,192
3,SRQS8F7JWA9MZ,3,Gold Standard - Bacon Kale,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,193
143,L69HYJ4Y3TR91,28,Turkey Club Wrap,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,194
189,ED5J990H5VAZT,26,Scone Vanilla Bean,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,195
276,W8T41JZK0ZMEP,44,Chocolate Chip Brownie,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,196
245,W8T41JZK0ZMEP,13,Breakfast Bowl,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,197
118,L69HYJ4Y3TR91,3,Scones,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,198
298,W8T41JZK0ZMEP,66,Kale! Ceasar Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,199
109,JHDN7CF1C03X5,66,Matcha Bowl,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,200
141,L69HYJ4Y3TR91,26,Keto Scones,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,201
332,W8T41JZK0ZMEP,100,Gf Cookie,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,202
108,JHDN7CF1C03X5,65,Vegan Soup Of The Day,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,203
26,2HRX9P6HKXA8V,10,Bavarian Cream Of Potato Soup,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,204
119,L69HYJ4Y3TR91,4,Pop Tart,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,205
193,ED5J990H5VAZT,30,Veggie Sandwich,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,206
167,ED5J990H5VAZT,4,Toby Toast,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,207
206,ED5J990H5VAZT,43,Hummus Plate,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,208
103,JHDN7CF1C03X5,60,Beyond Sausage,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,209
182,ED5J990H5VAZT,19,The Dook,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,210
310,W8T41JZK0ZMEP,78,Winter Salad,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,211
48,JHDN7CF1C03X5,5,Caesar Blt Chicken Wrap,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,212
272,W8T41JZK0ZMEP,40,Asian Peanut Noodles,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,213
