outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,color_group,n_rest_in_group,rest_rank,step_size
vegetarian,mpbamod,Count,1.05,NA,1.0046327693794193,0.98,1.11,1.008786766822,Restaurant,1SQPTEGYPH0GA,Plant-based,18,1,0.12
vegetarian,mpbamod,Count,0.83,NA,0.9820484901140184,0.69,0.98,1.00225912838172,Restaurant,2HRX9P6HKXA8V,Plant-based,18,2,0.12
vegetarian,mpbamod,Count,0.91,NA,0.9910893971917152,0.84,1,1.00204164032356,Restaurant,78AY09MVJVTYE,Plant-based,18,3,0.12
vegetarian,mpbamod,Count,1.05,NA,1.0052133103561698,1.03,1.07,1.00394807978971,Restaurant,9XKJD8DQTH559,Plant-based,18,4,0.12
vegetarian,mpbamod,Count,1.04,NA,1.0043037348101311,0.93,1.17,1.00339202127266,Restaurant,C0BE4NDSW26QN,Plant-based,18,5,0.12
vegetarian,mpbamod,Count,0.91,NA,0.9908721734353116,0.85,0.98,1.00092231566852,Restaurant,CB2KHY1C2G9PT,Plant-based,18,6,0.12
vegetarian,mpbamod,Count,1.02,NA,1.0018310339262446,1,1.03,1.00924146294868,Restaurant,ED5J990H5VAZT,Plant-based,18,7,0.12
vegetarian,mpbamod,Count,1.08,NA,1.0075914817740035,0.95,1.23,1.00562554018403,Restaurant,EMBVNVD207CC6,Plant-based,18,8,0.12
vegetarian,mpbamod,Count,1.01,NA,1.000947385047831,0.98,1.05,1.00004995812083,Restaurant,JHDN7CF1C03X5,Plant-based,18,9,0.12
vegetarian,mpbamod,Count,1.12,NA,1.011078022505204,0.98,1.27,1.00076675558124,Restaurant,L69HYJ4Y3TR91,Plant-based,18,10,0.12
vegetarian,mpbamod,Count,0.97,NA,0.9967407686009737,0.89,1.05,1.00896957144368,Restaurant,LBZEEFSBJNB3Z,Plant-based,18,11,0.12
vegetarian,mpbamod,Count,1.05,NA,1.0049414656665576,0.81,1.38,1.00778562272793,Restaurant,LFZFT3VASXPED,Plant-based,18,12,0.12
vegetarian,mpbamod,Count,1.16,NA,1.0153704221387938,1,1.4,1.01216838798767,Restaurant,LQ5EH4BKGV61T,Plant-based,18,13,0.12
vegetarian,mpbamod,Count,1.05,NA,1.0044604481404549,0.9,1.21,1.02518247567533,Restaurant,S8MT0YGD2KTN9,Plant-based,18,14,0.12
vegetarian,mpbamod,Count,1.07,NA,1.0070249099152389,0.88,1.33,1.00091151859584,Restaurant,SAFK7ND1HR6XS,Plant-based,18,15,0.12
vegetarian,mpbamod,Count,1.35,NA,1.0302266014473724,1.25,1.46,1.00732882147425,Restaurant,SRQS8F7JWA9MZ,Plant-based,18,16,0.12
vegetarian,mpbamod,Count,0.97,NA,0.9970982227488951,0.93,1.01,1.01053926575522,Restaurant,V3Q26BHF3SE2H,Plant-based,18,17,0.12
vegetarian,mpbamod,Count,1.02,NA,1.001506871125712,1,1.04,1.00262183880574,Restaurant,W8T41JZK0ZMEP,Plant-based,18,18,0.12
vegetarian,mpbamod,Proportion,0.7742351283767582,NA,0.7742351283767582,0.6309573444801932,0.9366995991172014,1.00021465513208,Restaurant,1SQPTEGYPH0GA,Plant-based,18,1,0.12
vegetarian,mpbamod,Proportion,0.5829109279797514,NA,0.5829109279797514,0,0.8271973337231157,1.00518633352557,Restaurant,2HRX9P6HKXA8V,Plant-based,18,2,0.12
vegetarian,mpbamod,Proportion,0.7387723453995609,NA,0.7387723453995609,0.6309573444801932,0.9003405372962772,1.01589643222801,Restaurant,78AY09MVJVTYE,Plant-based,18,3,0.12
vegetarian,mpbamod,Proportion,1.0324410205717045,NA,1.0324410205717045,0.9292319283974861,1.145204834038768,1.00169645198406,Restaurant,9XKJD8DQTH559,Plant-based,18,4,0.12
vegetarian,mpbamod,Proportion,0.7410194071208668,NA,0.7410194071208668,0,0.9517721299086175,1.00366650407777,Restaurant,C0BE4NDSW26QN,Plant-based,18,5,0.12
vegetarian,mpbamod,Proportion,0.6963933600931096,NA,0.6963933600931096,0.6309573444801932,0.7767996097157338,1.00076976996582,Restaurant,CB2KHY1C2G9PT,Plant-based,18,6,0.12
vegetarian,mpbamod,Proportion,1.0291265542259997,NA,1.0291265542259997,1.0009955282949736,1.0593561696111744,1.00092454040866,Restaurant,ED5J990H5VAZT,Plant-based,18,7,0.12
vegetarian,mpbamod,Proportion,0.9731183883559106,NA,0.9731183883559106,0.8772762586965452,1.091947364059481,1.009014112133,Restaurant,EMBVNVD207CC6,Plant-based,18,8,0.12
vegetarian,mpbamod,Proportion,0.7164212739539793,NA,0.7164212739539793,0.6309573444801932,0.8271973337231157,1.00704639918241,Restaurant,JHDN7CF1C03X5,Plant-based,18,9,0.12
vegetarian,mpbamod,Proportion,1.174005446965135,NA,1.174005446965135,0.7943282347242815,1.7435006086450682,1.00534292984367,Restaurant,L69HYJ4Y3TR91,Plant-based,18,10,0.12
vegetarian,mpbamod,Proportion,0.6814514437904043,NA,0.6814514437904043,0,0.8950584438464527,1.00331317953106,Restaurant,LBZEEFSBJNB3Z,Plant-based,18,11,0.12
vegetarian,mpbamod,Proportion,1.4519993893062009,NA,1.4519993893062009,0.7411344491069477,3.111911751441573,1.01290466923501,Restaurant,LFZFT3VASXPED,Plant-based,18,12,0.12
vegetarian,mpbamod,Proportion,1.1971599519005722,NA,1.1971599519005722,0.9402414133840812,1.6234355500234237,1.0041183282739,Restaurant,LQ5EH4BKGV61T,Plant-based,18,13,0.12
vegetarian,mpbamod,Proportion,2.3148657598475726,NA,2.3148657598475726,1.7653358727993402,3.11424421669216,1.00122623937372,Restaurant,S8MT0YGD2KTN9,Plant-based,18,14,0.12
vegetarian,mpbamod,Proportion,1.0246528363651732,NA,1.0246528363651732,0.7411344491069477,1.4296919918698376,1.00596363803791,Restaurant,SAFK7ND1HR6XS,Plant-based,18,15,0.12
vegetarian,mpbamod,Proportion,1.3440241779697857,NA,1.3440241779697857,1.2488784453766626,1.4551245298740287,1.00415512600867,Restaurant,SRQS8F7JWA9MZ,Plant-based,18,16,0.12
vegetarian,mpbamod,Proportion,0.8874866361034884,NA,0.8874866361034884,0.8325532074018731,0.9402414133840812,1.00099416752669,Restaurant,V3Q26BHF3SE2H,Plant-based,18,17,0.12
vegetarian,mpbamod,Proportion,1.0475733417707114,NA,1.0475733417707114,0.9436670752867394,1.163593106455343,1.00658968644613,Restaurant,W8T41JZK0ZMEP,Plant-based,18,18,0.12
vegetarian,vegan,Count,1.19,NA,1.0175474138476386,1.15,1.23,1.0044797949829,Restaurant,1SQPTEGYPH0GA,Plant-based,18,1,0.12
vegetarian,vegan,Count,1.03,NA,1.0033751460922746,0.94,1.14,1.00514165605771,Restaurant,2HRX9P6HKXA8V,Plant-based,18,2,0.12
vegetarian,vegan,Count,1.01,NA,1.0009312181812065,0.98,1.04,1.00021681506207,Restaurant,78AY09MVJVTYE,Plant-based,18,3,0.12
vegetarian,vegan,Count,1.02,NA,1.0021639272487026,1.01,1.04,1.00323827022646,Restaurant,9XKJD8DQTH559,Plant-based,18,4,0.12
vegetarian,vegan,Count,1.05,NA,1.0051169707154666,1.02,1.09,1.00092937411632,Restaurant,C0BE4NDSW26QN,Plant-based,18,5,0.12
vegetarian,vegan,Count,1.05,NA,1.0053170911457923,1.03,1.08,1.00653559109703,Restaurant,CB2KHY1C2G9PT,Plant-based,18,6,0.12
vegetarian,vegan,Count,1.29,NA,1.0261265205785228,1.22,1.37,1.00089029208315,Restaurant,ED5J990H5VAZT,Plant-based,18,7,0.12
vegetarian,vegan,Count,1.21,NA,1.0191119507270747,1.08,1.36,1.00013060251271,Restaurant,EMBVNVD207CC6,Plant-based,18,8,0.12
vegetarian,vegan,Count,1.03,NA,1.002965252023136,1.01,1.05,1.000646092723,Restaurant,JHDN7CF1C03X5,Plant-based,18,9,0.12
vegetarian,vegan,Count,1.13,NA,1.0119204263241115,1.07,1.18,1.00146728854129,Restaurant,L69HYJ4Y3TR91,Plant-based,18,10,0.12
vegetarian,vegan,Count,1.06,NA,1.005389754722829,1,1.12,1.0084060735781,Restaurant,LBZEEFSBJNB3Z,Plant-based,18,11,0.12
vegetarian,vegan,Count,1.02,NA,1.0024191667181461,0.88,1.2,1.00311625352584,Restaurant,LFZFT3VASXPED,Plant-based,18,12,0.12
vegetarian,vegan,Count,1.17,NA,1.015923667759697,1.04,1.38,1.0076939459287,Restaurant,LQ5EH4BKGV61T,Plant-based,18,13,0.12
vegetarian,vegan,Count,0.96,NA,0.9961734791788669,0.86,1.07,1.00473205410534,Restaurant,S8MT0YGD2KTN9,Plant-based,18,14,0.12
vegetarian,vegan,Count,1.13,NA,1.0123700739919979,0.95,1.37,1.00183193395681,Restaurant,SAFK7ND1HR6XS,Plant-based,18,15,0.12
vegetarian,vegan,Count,1.38,NA,1.032509559093881,1.2,1.6,1.00614165967215,Restaurant,SRQS8F7JWA9MZ,Plant-based,18,16,0.12
vegetarian,vegan,Count,1.19,NA,1.0173837717101923,1.12,1.28,1.00355720821628,Restaurant,V3Q26BHF3SE2H,Plant-based,18,17,0.12
vegetarian,vegan,Count,1.02,NA,1.0023533734749952,1.01,1.04,1.0001531270945,Restaurant,W8T41JZK0ZMEP,Plant-based,18,18,0.12
vegetarian,vegan,Proportion,0.9181871572373108,NA,0.9181871572373108,0.7943282347242815,1.0434439926896288,1.00392725479628,Restaurant,1SQPTEGYPH0GA,Plant-based,18,1,0.12
vegetarian,vegan,Proportion,1.0564607046353902,NA,1.0564607046353902,0.9028804514474342,1.2323700524435999,1.00413059114591,Restaurant,2HRX9P6HKXA8V,Plant-based,18,2,0.12
vegetarian,vegan,Proportion,1.002031645831233,NA,1.002031645831233,0.9419682592138262,1.0690633991544003,1.00039960128464,Restaurant,78AY09MVJVTYE,Plant-based,18,3,0.12
vegetarian,vegan,Proportion,1.1126205249934051,NA,1.1126205249934051,1.0019822247447452,1.2397917120444277,1.0004139419177,Restaurant,9XKJD8DQTH559,Plant-based,18,4,0.12
vegetarian,vegan,Proportion,1.063320651067793,NA,1.063320651067793,0.9533210199136081,1.1767163239645777,1.00065465345892,Restaurant,C0BE4NDSW26QN,Plant-based,18,5,0.12
vegetarian,vegan,Proportion,1.1415202189861555,NA,1.1415202189861555,1.0544958918547662,1.2425101905916196,1.00353689153353,Restaurant,CB2KHY1C2G9PT,Plant-based,18,6,0.12
vegetarian,vegan,Proportion,1.175692568812873,NA,1.175692568812873,1.0765014734877172,1.2894798351899042,1.00121513777285,Restaurant,ED5J990H5VAZT,Plant-based,18,7,0.12
vegetarian,vegan,Proportion,0.9447630908002312,NA,0.9447630908002312,0.8633219511791956,1.0241896249073048,1.00017440067571,Restaurant,EMBVNVD207CC6,Plant-based,18,8,0.12
vegetarian,vegan,Proportion,1.0879771521879504,NA,1.0879771521879504,0.9895192582062144,1.2011244339814313,1.0014075343211,Restaurant,JHDN7CF1C03X5,Plant-based,18,9,0.12
vegetarian,vegan,Proportion,1.3187015666606856,NA,1.3187015666606856,1.1247461131420948,1.57739760925861,1.00751891899953,Restaurant,L69HYJ4Y3TR91,Plant-based,18,10,0.12
vegetarian,vegan,Proportion,1.1264595345355868,NA,1.1264595345355868,0.9703382962383449,1.3107569828722994,1.02176641200518,Restaurant,LBZEEFSBJNB3Z,Plant-based,18,11,0.12
vegetarian,vegan,Proportion,1.1452356710067912,NA,1.1452356710067912,0.9252855568989151,1.463194112912384,1.00049174953018,Restaurant,LFZFT3VASXPED,Plant-based,18,12,0.12
vegetarian,vegan,Proportion,1.0358135943518862,NA,1.0358135943518862,0.8804725142695762,1.215506444893397,1.0083074486316,Restaurant,LQ5EH4BKGV61T,Plant-based,18,13,0.12
vegetarian,vegan,Proportion,1.1193668295297237,NA,1.1193668295297237,0.9101363514059139,1.3816492205886604,1.00350156669732,Restaurant,S8MT0YGD2KTN9,Plant-based,18,14,0.12
vegetarian,vegan,Proportion,1.099512315618134,NA,1.099512315618134,0.8894799631049141,1.3782322615758686,1.00414531121605,Restaurant,SAFK7ND1HR6XS,Plant-based,18,15,0.12
vegetarian,vegan,Proportion,0.9996584389968455,NA,0.9996584389968455,0.9453388051113798,1.0569511724151297,1.00264464064422,Restaurant,SRQS8F7JWA9MZ,Plant-based,18,16,0.12
vegetarian,vegan,Proportion,1.256014800419417,NA,1.256014800419417,1.1321594864044893,1.4054433430976525,1.00308047170488,Restaurant,V3Q26BHF3SE2H,Plant-based,18,17,0.12
vegetarian,vegan,Proportion,1.1179209709210645,NA,1.1179209709210645,1.0225651825635729,1.2316053152616542,1.00094987301202,Restaurant,W8T41JZK0ZMEP,Plant-based,18,18,0.12
vegetarian,vegetarian,Count,1.07,NA,1.0064037099227692,1.06,1.08,1.00054641206023,Restaurant,1SQPTEGYPH0GA,Plant-based,18,1,0.12
vegetarian,vegetarian,Count,0.99,NA,0.9990169547611532,0.92,1.07,1.00118155119164,Restaurant,2HRX9P6HKXA8V,Plant-based,18,2,0.12
vegetarian,vegetarian,Count,1.01,NA,1.0013534620176354,0.99,1.04,1.00085056797833,Restaurant,78AY09MVJVTYE,Plant-based,18,3,0.12
vegetarian,vegetarian,Count,1.02,NA,1.0018907496419427,1.01,1.03,1.00064301714524,Restaurant,9XKJD8DQTH559,Plant-based,18,4,0.12
vegetarian,vegetarian,Count,1.04,NA,1.0037148854603521,1.02,1.06,1.00111413301144,Restaurant,C0BE4NDSW26QN,Plant-based,18,5,0.12
vegetarian,vegetarian,Count,1.04,NA,1.0039427488817325,1.03,1.06,1.00944152213805,Restaurant,CB2KHY1C2G9PT,Plant-based,18,6,0.12
vegetarian,vegetarian,Count,1.14,NA,1.0132548916091402,1.11,1.17,1.00181872363816,Restaurant,ED5J990H5VAZT,Plant-based,18,7,0.12
vegetarian,vegetarian,Count,1.18,NA,1.0163587825720444,1.09,1.29,1.00174788113223,Restaurant,EMBVNVD207CC6,Plant-based,18,8,0.12
vegetarian,vegetarian,Count,1.04,NA,1.003647159780857,1.02,1.05,1.00072719234709,Restaurant,JHDN7CF1C03X5,Plant-based,18,9,0.12
vegetarian,vegetarian,Count,1.08,NA,1.007770462213623,1.04,1.12,1.00160807417417,Restaurant,L69HYJ4Y3TR91,Plant-based,18,10,0.12
vegetarian,vegetarian,Count,1.02,NA,1.0016082265433859,0.98,1.05,1.01441757646775,Restaurant,LBZEEFSBJNB3Z,Plant-based,18,11,0.12
vegetarian,vegetarian,Count,1.02,NA,1.0020580640314938,0.91,1.14,1.00544981368675,Restaurant,LFZFT3VASXPED,Plant-based,18,12,0.12
vegetarian,vegetarian,Count,1.12,NA,1.011263110235593,1.01,1.27,1.00854173853929,Restaurant,LQ5EH4BKGV61T,Plant-based,18,13,0.12
vegetarian,vegetarian,Count,0.94,NA,0.9937277441261853,0.91,0.97,1.0004542596704,Restaurant,S8MT0YGD2KTN9,Plant-based,18,14,0.12
vegetarian,vegetarian,Count,1.08,NA,1.0074573086654446,0.95,1.23,1.00183291253363,Restaurant,SAFK7ND1HR6XS,Plant-based,18,15,0.12
vegetarian,vegetarian,Count,1.13,NA,1.0123687707244227,1.1,1.17,1.00055074483301,Restaurant,SRQS8F7JWA9MZ,Plant-based,18,16,0.12
vegetarian,vegetarian,Count,1.09,NA,1.0090454203082257,1.04,1.16,1.00219692753213,Restaurant,V3Q26BHF3SE2H,Plant-based,18,17,0.12
vegetarian,vegetarian,Count,1.02,NA,1.0018787207484627,1.01,1.03,1.00228430787755,Restaurant,W8T41JZK0ZMEP,Plant-based,18,18,0.12
vegetarian,vegetarian,Proportion,0.9140401315179391,NA,0.9140401315179391,0.8325532074018731,1,1.00434051309498,Restaurant,1SQPTEGYPH0GA,Plant-based,18,1,0.12
vegetarian,vegetarian,Proportion,0.9591428209350185,NA,0.9591428209350185,0.7943282347242815,1.1472543407415878,1.00168070508029,Restaurant,2HRX9P6HKXA8V,Plant-based,18,2,0.12
vegetarian,vegetarian,Proportion,0.9998334007078036,NA,0.9998334007078036,0.9419682592138262,1.065727519566613,1.00068144622179,Restaurant,78AY09MVJVTYE,Plant-based,18,3,0.12
vegetarian,vegetarian,Proportion,1.1555275848183588,NA,1.1555275848183588,1.0500712315941094,1.268180955824004,1.00264706926557,Restaurant,9XKJD8DQTH559,Plant-based,18,4,0.12
vegetarian,vegetarian,Proportion,1.0449922134195233,NA,1.0449922134195233,0.9533210199136081,1.1437204261088147,1.00161961356275,Restaurant,C0BE4NDSW26QN,Plant-based,18,5,0.12
vegetarian,vegetarian,Proportion,1.0796741991619085,NA,1.0796741991619085,0.9906132650954108,1.1836938085304842,1.00589182140454,Restaurant,CB2KHY1C2G9PT,Plant-based,18,6,0.12
vegetarian,vegetarian,Proportion,1.27345937442221,NA,1.27345937442221,1.1623080652394242,1.3990510527019624,1.00106247008596,Restaurant,ED5J990H5VAZT,Plant-based,18,7,0.12
vegetarian,vegetarian,Proportion,1.1317815455142113,NA,1.1317815455142113,1.0378552826828715,1.236575471747225,1.00857546725103,Restaurant,EMBVNVD207CC6,Plant-based,18,8,0.12
vegetarian,vegetarian,Proportion,1.2211370568635005,NA,1.2211370568635005,1.0932990799580533,1.374851311202077,1.00787401122528,Restaurant,JHDN7CF1C03X5,Plant-based,18,9,0.12
vegetarian,vegetarian,Proportion,1.3265679614191364,NA,1.3265679614191364,1.1080527102078603,1.6267498560754896,1.01105821284607,Restaurant,L69HYJ4Y3TR91,Plant-based,18,10,0.12
vegetarian,vegetarian,Proportion,1.0053049107740295,NA,1.0053049107740295,0.9053576433419918,1.1134911305486308,1.00154253225495,Restaurant,LBZEEFSBJNB3Z,Plant-based,18,11,0.12
vegetarian,vegetarian,Proportion,1.2861792216777377,NA,1.2861792216777377,1.0342196941293802,1.6825444790340616,1.00506553067515,Restaurant,LFZFT3VASXPED,Plant-based,18,12,0.12
vegetarian,vegetarian,Proportion,1.0237499012106204,NA,1.0237499012106204,0.8555037734677596,1.2187477578520234,1.00127945121995,Restaurant,LQ5EH4BKGV61T,Plant-based,18,13,0.12
vegetarian,vegetarian,Proportion,0.8672250653965741,NA,0.8672250653965741,0.7767996097157338,0.9621679608471888,1.00031073446308,Restaurant,S8MT0YGD2KTN9,Plant-based,18,14,0.12
vegetarian,vegetarian,Proportion,1.102314635596654,NA,1.102314635596654,0.8865681505652133,1.3706342682611146,1.00286897500096,Restaurant,SAFK7ND1HR6XS,Plant-based,18,15,0.12
vegetarian,vegetarian,Proportion,1.1958426110417824,NA,1.1958426110417824,1.1382280564892693,1.2581680093041079,1.00371473357392,Restaurant,SRQS8F7JWA9MZ,Plant-based,18,16,0.12
vegetarian,vegetarian,Proportion,1.1296690109908656,NA,1.1296690109908656,1.052620071910597,1.2127152637614846,1.00353945404814,Restaurant,V3Q26BHF3SE2H,Plant-based,18,17,0.12
vegetarian,vegetarian,Proportion,1.206662387581373,NA,1.206662387581373,1.0805527510712007,1.3574876694913043,1.00270133922851,Restaurant,W8T41JZK0ZMEP,Plant-based,18,18,0.12
vegan,mpbamod,Count,1.07,NA,1.0072354096325589,0.99,1.17,1.00059779533744,Restaurant,1SQPTEGYPH0GA,Plant-based,18,1,0.12
vegan,mpbamod,Count,0.87,NA,0.9865613222104986,0.73,1.03,1.00475125619859,Restaurant,2HRX9P6HKXA8V,Plant-based,18,2,0.12
vegan,mpbamod,Count,0.91,NA,0.9901517622534408,0.79,1.02,1.0017500268395,Restaurant,78AY09MVJVTYE,Plant-based,18,3,0.12
vegan,mpbamod,Count,1.03,NA,1.0026716878105153,1.01,1.05,0.999911625105337,Restaurant,9XKJD8DQTH559,Plant-based,18,4,0.12
vegan,mpbamod,Count,1.12,NA,1.0115980478062667,0.97,1.31,1.0033205728697,Restaurant,C0BE4NDSW26QN,Plant-based,18,5,0.12
vegan,mpbamod,Count,0.93,NA,0.992540726689573,0.81,1.05,1.00358701521142,Restaurant,CB2KHY1C2G9PT,Plant-based,18,6,0.12
vegan,mpbamod,Count,1.04,NA,1.0036351496842142,1.01,1.06,1.00002966815483,Restaurant,ED5J990H5VAZT,Plant-based,18,7,0.12
vegan,mpbamod,Count,1.2,NA,1.0187039788860528,1.04,1.39,1.01029107254963,Restaurant,EMBVNVD207CC6,Plant-based,18,8,0.12
vegan,mpbamod,Count,1.01,NA,1.0005066460672203,0.96,1.05,1.00044750013044,Restaurant,JHDN7CF1C03X5,Plant-based,18,9,0.12
vegan,mpbamod,Count,1.17,NA,1.0162167841409822,0.99,1.44,1.00419515306413,Restaurant,L69HYJ4Y3TR91,Plant-based,18,10,0.12
vegan,mpbamod,Count,1,NA,1.000492924217194,0.89,1.13,1.00243303662331,Restaurant,LBZEEFSBJNB3Z,Plant-based,18,11,0.12
vegan,mpbamod,Count,1.09,NA,1.0088545032453071,0.82,1.49,1.00133665349366,Restaurant,LFZFT3VASXPED,Plant-based,18,12,0.12
vegan,mpbamod,Count,1.29,NA,1.0256963728348596,1.05,1.71,1.00710956259017,Restaurant,LQ5EH4BKGV61T,Plant-based,18,13,0.12
vegan,mpbamod,Count,1.05,NA,1.0046999315277818,0.89,1.24,1.00534478126478,Restaurant,S8MT0YGD2KTN9,Plant-based,18,14,0.12
vegan,mpbamod,Count,1.11,NA,1.0102036233834961,0.91,1.38,1.00793615439036,Restaurant,SAFK7ND1HR6XS,Plant-based,18,15,0.12
vegan,mpbamod,Count,1.13,NA,1.0124458061663955,1.03,1.25,1.00540678251287,Restaurant,SRQS8F7JWA9MZ,Plant-based,18,16,0.12
vegan,mpbamod,Count,1,NA,0.9999120193384379,0.94,1.06,1.00105737080013,Restaurant,V3Q26BHF3SE2H,Plant-based,18,17,0.12
vegan,mpbamod,Count,1.01,NA,1.0006183955300751,0.98,1.03,1.00138030371023,Restaurant,W8T41JZK0ZMEP,Plant-based,18,18,0.12
vegan,mpbamod,Proportion,0.7982396395130693,NA,0.7982396395130693,0,1.0738979584144939,1.00184886300923,Restaurant,1SQPTEGYPH0GA,Plant-based,18,1,0.12
vegan,mpbamod,Proportion,0.6917206612634802,NA,0.6917206612634802,0,0.9767034215585771,1.00126172857505,Restaurant,2HRX9P6HKXA8V,Plant-based,18,2,0.12
vegan,mpbamod,Proportion,0.6358228759188128,NA,0.6358228759188128,0,0.8894799631049141,0.999966647972267,Restaurant,78AY09MVJVTYE,Plant-based,18,3,0.12
vegan,mpbamod,Proportion,0.9732463767479498,NA,0.9732463767479498,0.867004045984223,1.0849527973813544,1.00105972352494,Restaurant,9XKJD8DQTH559,Plant-based,18,4,0.12
vegan,mpbamod,Proportion,0.6860339702636684,NA,0.6860339702636684,0,0.9827157772761715,1.00090303025214,Restaurant,C0BE4NDSW26QN,Plant-based,18,5,0.12
vegan,mpbamod,Proportion,0.5058474725673773,NA,0.5058474725673773,0,0.6309573444801932,1.00169004324964,Restaurant,CB2KHY1C2G9PT,Plant-based,18,6,0.12
vegan,mpbamod,Proportion,1.079438769469979,NA,1.079438769469979,1.0281521620726264,1.134429393023742,1.00388746454651,Restaurant,ED5J990H5VAZT,Plant-based,18,7,0.12
vegan,mpbamod,Proportion,1.1866470133621942,NA,1.1866470133621942,1.0183993761470242,1.3767200751019837,1.00565058547464,Restaurant,EMBVNVD207CC6,Plant-based,18,8,0.12
vegan,mpbamod,Proportion,0.8129163439361117,NA,0.8129163439361117,0.6762433378062414,0.9663308284400851,1.00077430532588,Restaurant,JHDN7CF1C03X5,Plant-based,18,9,0.12
vegan,mpbamod,Proportion,1.3054603038526595,NA,1.3054603038526595,0.7767996097157338,2.251244167351496,1.00099584273829,Restaurant,L69HYJ4Y3TR91,Plant-based,18,10,0.12
vegan,mpbamod,Proportion,1.1183769757416153,NA,1.1183769757416153,0.7860030855966228,1.6239200400236804,1.00186538512982,Restaurant,LBZEEFSBJNB3Z,Plant-based,18,11,0.12
vegan,mpbamod,Proportion,1.4181243026503287,NA,1.4181243026503287,0.7247796636776955,3.1495197957850696,1.00247887188399,Restaurant,LFZFT3VASXPED,Plant-based,18,12,0.12
vegan,mpbamod,Proportion,1.5090566369384233,NA,1.5090566369384233,1.0048909381985118,2.403809512829648,1.0048551440281,Restaurant,LQ5EH4BKGV61T,Plant-based,18,13,0.12
vegan,mpbamod,Proportion,2.2841144132362197,NA,2.2841144132362197,1.5915645848153857,3.2748448633598497,1.00203243861632,Restaurant,S8MT0YGD2KTN9,Plant-based,18,14,0.12
vegan,mpbamod,Proportion,1.0789375666238472,NA,1.0789375666238472,0.7664958432641342,1.551883886833226,1.00197014524792,Restaurant,SAFK7ND1HR6XS,Plant-based,18,15,0.12
vegan,mpbamod,Proportion,1.1243470187627127,NA,1.1243470187627127,1.0158242733348055,1.2514257594289824,1.00000132448564,Restaurant,SRQS8F7JWA9MZ,Plant-based,18,16,0.12
vegan,mpbamod,Proportion,0.9223296119216023,NA,0.9223296119216023,0.8325532074018731,1.0166891778440417,1.00006936305831,Restaurant,V3Q26BHF3SE2H,Plant-based,18,17,0.12
vegan,mpbamod,Proportion,1.0631477075107856,NA,1.0631477075107856,0.9502002165056764,1.1923880453730393,0.999944415851621,Restaurant,W8T41JZK0ZMEP,Plant-based,18,18,0.12
vegan,vegan,Count,1.22,NA,1.020393478200038,1.17,1.28,1.0005007584785,Restaurant,1SQPTEGYPH0GA,Plant-based,17,1,0.12
vegan,vegan,Count,0.98,NA,0.9982480806196289,0.89,1.08,1.00424149719133,Restaurant,2HRX9P6HKXA8V,Plant-based,17,2,0.12
