outcome,exposure_group,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,pred_path,color_group,step_size
nonvegan,mpbamod,Proportion,-0.16251892949777494,NA,0.9844250682919266,-1.2039728043259361,0.8919980393051105,1.00344933914527,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/mpbamod_dishes_prop/plots/W8T41JZK0ZMEP.png,Animal,0.05714285714285715
nonvegan,vegan,Count,0.009950330853168092,NA,1.0013002817453305,-0.08338160893905101,0.10436001532424286,1.0011037818454,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_count/plots/2HRX9P6HKXA8V.png,Animal,0.05714285714285715
nonvegan,vegan,Count,0.23901690047049992,NA,1.0238979977669063,0.1823215567939546,0.29266961396282004,1.00100634099216,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_count/plots/ED5J990H5VAZT.png,Animal,0.05714285714285715
nonvegan,vegan,Count,-0.01005033585350145,NA,0.9987005492798311,-0.030459207484708574,0,0.999923313073786,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_count/plots/JHDN7CF1C03X5.png,Animal,0.05714285714285715
nonvegan,vegan,Count,0.09531017980432493,NA,1.009175019936533,0.03922071315328133,0.13976194237515863,1.0050097936646,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_count/plots/L69HYJ4Y3TR91.png,Animal,0.05714285714285715
nonvegan,vegan,Count,0.8153648132841944,NA,1.084988815017873,0.6678293725756554,0.9707789171582248,1.00062344886799,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_count/plots/SRQS8F7JWA9MZ.png,Animal,0.05714285714285715
nonvegan,vegan,Count,0.03922071315328133,NA,1.003524085080785,0.01980262729617973,0.04879016416943205,1.00373239301576,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,0.05714285714285715
nonvegan,vegan,Proportion,0.04879016416943205,NA,1.0049050779110542,-1.5141277326297755,1.501852701754163,1.00012645538623,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_prop/plots/2HRX9P6HKXA8V.png,Animal,0.05714285714285715
nonvegan,vegan,Proportion,1.3837912309017721,NA,1.1483457453166979,0.3364722366212129,2.4362414778067194,1.00157654697256,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_prop/plots/ED5J990H5VAZT.png,Animal,0.05714285714285715
nonvegan,vegan,Proportion,-1.0788096613719298,NA,0.8977892376265005,-2.0402208285265546,-0.10536051565782628,1.00063410102128,Restaurant,JHDN7CF1C03X5,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_prop/plots/JHDN7CF1C03X5.png,Animal,0.05714285714285715
nonvegan,vegan,Proportion,2.5718485799218085,NA,1.2933253352643568,0.8020015854720274,4.505239347363042,1.00433544445577,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc/a1_proportion/nonvegan/vegan_dishes_prop/plots/L69HYJ4Y3TR91.png,Animal,0.05714285714285715
