outcome,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,source,pred_path,color_group
Untextured,Presence,4.725416083254364,0.45929752559698905,50.90346520892352,4.725416083254364,1.1680031270854838,1.00409260443102,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/C0BE4NDSW26QN.png,Animal
Untextured,Presence,2.5216248793090346,0.18028943450832605,30.716808103489743,2.5216248793090346,1.096902554985654,1.00303353611257,Restaurant,CB2KHY1C2G9PT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/CB2KHY1C2G9PT.png,Animal
Untextured,Presence,74.00111815800557,10.625178344135412,665.934288662041,74.00111815800557,1.5378848838546353,1.0028754680885,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/EMBVNVD207CC6.png,Animal
Untextured,Presence,8.554579989660482,1.9541895889723084,53.07007711926765,8.554579989660482,1.239423907683315,1.0004907514927,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/JHDN7CF1C03X5.png,Animal
Untextured,Presence,13.43486771463774,0.9998966665617676,194.9557773452973,13.43486771463774,1.2966517169735916,1.0078084881666,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/LFZFT3VASXPED.png,Animal
Untextured,Presence,2.0120276960973054,0.8127112285219819,5.761572840385905,2.0120276960973054,1.072416273128793,1.00539214347436,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/LQ5EH4BKGV61T.png,Animal
Untextured,Presence,36.259107217511314,12.194444753950892,137.36821209477583,36.259107217511314,1.4319956893927548,1.00103396956505,Restaurant,S8MT0YGD2KTN9,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/S8MT0YGD2KTN9.png,Animal
Untextured,Presence,8.008649751341459,0.7810883002765163,108.6195326518657,8.008649751341459,1.2312774622859877,1.00574609134971,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/SAFK7ND1HR6XS.png,Animal
Untextured,Presence,1.1615043899223325,1.052686057317542,1.2883022612063793,1.1615043899223325,1.0150842411685903,1.00186036082605,Restaurant,SRQS8F7JWA9MZ,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/SRQS8F7JWA9MZ.png,Animal
Untextured,Presence,3.5429185158933696,2.433628734845934,5.4670422605497215,3.5429185158933696,1.1348438707945854,1.00212598892709,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/W8T41JZK0ZMEP.png,Animal
