"analysis","outcome","type","n_sub","n_tot","gap","gap_lo","gap_hi","gap_rr","excludes_0","sd_eta_total","gap_in_sd"
"t2_a1_proportion","vegan","slope",17,18,0,0,0,1,FALSE,0,NA
"t2_a1_proportion","vegan","slope",17,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","breakfast_p","slope",11,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","breakfast_p","slope",11,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","chicken_p","slope",6,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","chicken_p","slope",6,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","dairy_p","slope",10,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","dairy_p","slope",10,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","egg_p","slope",5,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","egg_p","slope",5,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","textured_p","slope",3,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","textured_p","slope",3,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","untextured_p","slope",12,18,0,0,0,1,FALSE,0,NA
"t2_a2_proportion_t","untextured_p","slope",12,18,0,0,0,1,FALSE,0,NA
