"fit_dir","total_dir","analysis","outcome","gamma_index","level","restaurant","type_fine","model_col","total_source","mean","median","q2.5","q16","q84","q97.5"
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_count","a1_proportion","meat",2,"pooled",NA,"slope",NA,"mu_gamma_total",-0.002568131790275,-0.03779925,-2.76421875,-1.42876564,1.4653774,2.7605443
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop","a1_proportion","meat",NA,"restaurant","2HRX9P6HKXA8V","level","exposure_2HRX9P6HKXA8V_1","matched_restaurant",1.09342475473733,1.024144,-1.87724605,-0.38091616,2.62946696,4.263972525
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop","a1_proportion","meat",NA,"restaurant","ED5J990H5VAZT","level","exposure_ED5J990H5VAZT_1","matched_restaurant",0.02413550552545,0.03257,-0.602762555,-0.282814852,0.32386288,0.591849155
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop","a1_proportion","meat",NA,"restaurant","JHDN7CF1C03X5","level","exposure_JHDN7CF1C03X5_1","matched_restaurant",1.29781603188548,1.2634745,-0.087679065,0.5733054816,2.03113168,2.862659
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop","a1_proportion","meat",NA,"restaurant","L69HYJ4Y3TR91","level","exposure_L69HYJ4Y3TR91_1","matched_restaurant",-0.2339433873325,-0.1602605,-3.4289077,-1.57370056,1.086031604,2.510150575
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop","a1_proportion","meat",NA,"restaurant","SRQS8F7JWA9MZ","level","exposure_SRQS8F7JWA9MZ_1","matched_restaurant",-0.54900932755,-0.536535,-1.52039425,-1.0346308,-0.0633076000000001,0.390033000000001
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop","a1_proportion","meat",NA,"restaurant","W8T41JZK0ZMEP","level","exposure_W8T41JZK0ZMEP_1","matched_restaurant",-0.064875437943525,-0.0640261,-1.39579735,-0.7186814496,0.60544268,1.2504233
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop","a1_proportion","meat",1,"pooled",NA,"level",NA,"mu_gamma_total",0.2997432748005,0.2942195,-1.0378894,-0.342136616,0.9673105112,1.612147725
"model_fits/finalized_redone_trunc/a1_proportion/meat/mpbamod_dishes_prop","model_fits/finalized_redone_trunc/a1_proportion/total/mpbamod_dishes_prop","a1_proportion","meat",2,"pooled",NA,"slope",NA,"mu_gamma_total",-0.05812940871,-0.0175668,-2.9921722,-1.46696368,1.32314124,2.653427
"model_fits/finalized_redone_trunc/a1_proportion/meat/vegan_dishes_count","model_fits/finalized_redone_trunc/a1_proportion/total/vegan_dishes_count","a1_proportion","meat",NA,"restaurant","2HRX9P6HKXA8V","level","exposure_2HRX9P6HKXA8V_1","matched_restaurant",-0.02726426677032,-0.027534195,-0.162481945,-0.0934971032,0.03966236,0.1044138225
