outcome,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,source,pred_path,exposure_strip,color_group,left_ok,right_ok,color_group_inner,color_group_innerdark,color_group_restwash,q1_lo,q1_hi
Dairy,Form: Count,1.0056939336500788,0.9332370010262123,1.0790572680679,1.0056939336500788,1.0005679396649334,1.01097476057465,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9691276791467057,1.043639873201332
Dairy,Form: Count,1.1114752013909075,0.8451775967835666,1.5334612342660712,1.1114752013909075,1.0106248615182623,1.00582261438459,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9547695208798851,1.2939008800453478
Dairy,Form: Count,1.126142338506678,0.8863364367527053,1.4939478801634756,1.126142338506678,1.01195063825523,1.00566611603791,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.985717019348931,1.286572658971575
Dairy,Form: Count,0.9841190892935593,0.8846984513276328,1.0922919253469778,0.9841190892935593,0.9984004443002465,1.00104520752112,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.9325985450153825,1.0384858384011417
Dairy,Form: Count,1.0334368249229768,1.0085809841251443,1.0604993345124913,1.0334368249229768,1.0032944117815428,1.00390860948262,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,NA,Exposure: Dairy Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0202880596316506,1.046755042387201
Egg,Form: Count,1.0686726369583643,1.0120834293131116,1.157147500045465,1.0686726369583643,1.0066638404530024,1.00552521702983,Restaurant,78AY09MVJVTYE,finalized_redone_trunc,NA,Exposure: Egg Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0327727960050388,1.1058203792753387
Egg,Form: Count,1.0330240940967719,0.9970029935172319,1.0675071670902736,1.0330240940967719,1.003254335314309,1.01277388121505,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,NA,Exposure: Egg Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0151739549404313,1.0511880981492223
Egg,Form: Count,1.0422834884711918,0.9624590588352073,1.1124260934527077,1.0422834884711918,1.0041499842545365,1.00158137165739,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,NA,Exposure: Egg Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0044834147863473,1.0815060302122994
Egg,Form: Count,1.0718202200986402,1.025357495110684,1.1369200264960222,1.0718202200986402,1.006959942949831,1.01002967809778,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,NA,Exposure: Egg Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0439493885727582,1.1004351329549458
Egg,Form: Count,1.057098783624821,1.0296327909143015,1.0886865966558865,1.057098783624821,1.0055682613696368,1.00009575366493,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,NA,Exposure: Egg Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0421659300174124,1.0722456051911093
Ground meat,Form: Count,1.1939998161593441,1.0906685643493632,1.3090995703483237,1.1939998161593441,1.0178890114459225,1.00017568735827,Restaurant,1SQPTEGYPH0GA,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.139671793120664,1.250917649795345
Ground meat,Form: Count,1.079700850655342,1.030500859078356,1.1325292433678076,1.079700850655342,1.0076978787525315,0.999920558778355,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0540081954345444,1.1060197937315415
Ground meat,Form: Count,1.1756032707671342,0.9613461688969397,1.4514853334176816,1.1756032707671342,1.0163097185324796,1.00055291215551,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.058314264969431,1.3058909777411947
Ground meat,Form: Count,0.9228299187009045,0.8272824761399554,1.0374541039628666,0.9228299187009045,0.9920011294340103,1.00282151810237,Restaurant,CB2KHY1C2G9PT,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,0.8710464030166987,0.977691952920207
Ground meat,Form: Count,1.9312355939781998,1.014025897719353,27.254727709839923,1.9312355939781998,1.0680301817676174,1.02723563602912,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,1.014025897719353,4.471737253887035
Ground meat,Form: Count,1.1243683273215466,1.0253219773422249,1.2400085813046806,1.1243683273215466,1.0117911126287769,1.00135910228468,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.071140030987886,1.1802417040822462
Ground meat,Form: Count,1.426067218569132,0.8899679972931889,4.069471953977753,1.426067218569132,1.0361294065901576,1.01468052397313,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.9676780662976231,2.101595337030216
Ground meat,Form: Count,1.2145827089196166,0.9033407892755416,1.8729011579139074,1.2145827089196166,1.0196302451648773,1.01464297322953,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.008429765196194,1.4628794267288472
Ground meat,Form: Count,1.1198184742173263,0.9911148951749091,1.2652531870269923,1.1198184742173263,1.011380935182686,1.00045313832555,Restaurant,S8MT0YGD2KTN9,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.0521876011545397,1.1917964190249386
Ground meat,Form: Count,1.2999215908118054,0.7786876510054735,3.143451814157701,1.2999215908118054,1.02657743932162,1.01086721974932,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,FALSE,Animal_inner,Animal_innerdark,Animal_restwash,0.9105718463003779,1.8557526779729447
Ground meat,Form: Count,1.1841692591000537,1.0680727487230046,1.3088778603851885,1.1841692591000537,1.017047831743457,1.00126469788833,Restaurant,SRQS8F7JWA9MZ,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.124316823963212,1.2472079082252108
Ground meat,Form: Count,1.442105844959637,1.2679972978758158,1.665479550031314,1.442105844959637,1.037288859780444,1.00450635504269,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,NA,Exposure: Ground Meat Analog,Animal,TRUE,TRUE,Animal_inner,Animal_innerdark,Animal_restwash,1.3452026194323181,1.5459896063422613
