outcome,exposure_group,exposure_type,mean,q2.5,q97.5,mean_exp,mean_exp_p10,rhat,estimate_type,restaurant_id,pred_path,color_group,left_ok,right_ok,color_group_inner,q1_lo,q1_hi
meat,vegan,proportion,1.0441973416849601,0.960066501042666,1.1358234562599776,1.541082300322807,1.0441973416849601,1.00148772913044,Restaurant,SRQS8F7JWA9MZ,NA,Animal,TRUE,TRUE,Animal_inner,1.0003631986202448,1.0899522192397766
meat,vegan,proportion,0.8053150676614237,0.6992760803437275,0.9259848686687251,0.1147250483375235,0.8053150676614237,1.00125292740758,Restaurant,W8T41JZK0ZMEP,NA,Animal,TRUE,TRUE,Animal_inner,0.7496435353586681,0.8651209909950496
meat,vegetarian,count,1.000594678633441,0.9109361859765419,1.1018919726749639,1.000594678633441,1.0000594519554147,1.00297768791454,Restaurant,2HRX9P6HKXA8V,NA,Animal,TRUE,TRUE,Animal_inner,0.9531773933082323,1.0503708102378386
meat,vegetarian,count,0.9603395286468033,0.9276607724067533,0.9939422476194097,0.9603395286468033,0.9959613392773451,1.00028469399166,Restaurant,ED5J990H5VAZT,NA,Animal,TRUE,TRUE,Animal_inner,0.943580370264361,0.9773963504806471
meat,vegetarian,count,0.9817772022336908,0.9649771081971656,0.9990391823286782,0.9817772022336908,0.9981626022852426,1.00124757931718,Restaurant,JHDN7CF1C03X5,NA,Animal,TRUE,TRUE,Animal_inner,0.9731273991624764,0.9905038905033233
meat,vegetarian,count,0.9718316220208274,0.9203490039986028,1.029718341508671,0.9718316220208274,0.9971468063259114,1.00304630482722,Restaurant,L69HYJ4Y3TR91,NA,Animal,TRUE,TRUE,Animal_inner,0.9443886201224392,1.0000720904887486
meat,vegetarian,count,0.9796595797952221,0.9459397132750837,1.0145153314592494,0.9796595797952221,0.9979470965726659,1.00347612897543,Restaurant,SRQS8F7JWA9MZ,NA,Animal,TRUE,TRUE,Animal_inner,0.9623240140515815,0.997307433121074
meat,vegetarian,count,0.9751636242362239,0.9598337707328612,0.9906930409544847,0.9751636242362239,0.9974881597299308,1.00052589849525,Restaurant,W8T41JZK0ZMEP,NA,Animal,TRUE,TRUE,Animal_inner,0.9673231989249975,0.9830675983893775
meat,vegetarian,proportion,0.9328910295449865,0.7592070428929966,1.1850652380162572,0.4992397651851133,0.9328910295449865,1.0084157602675,Restaurant,2HRX9P6HKXA8V,NA,Animal,TRUE,TRUE,Animal_inner,0.8327195605226275,1.0451125616159422
meat,vegetarian,proportion,0.78561353927133,0.6619598661724835,0.9275828055635295,0.08955494980155694,0.78561353927133,1.00389783585123,Restaurant,ED5J990H5VAZT,NA,Animal,TRUE,TRUE,Animal_inner,0.7208271660434349,0.8562227703960253
meat,vegetarian,proportion,0.8487473170285353,0.7431350259661332,0.9708675366623918,0.19399214469548284,0.8487473170285353,1.00026949297714,Restaurant,JHDN7CF1C03X5,NA,Animal,TRUE,TRUE,Animal_inner,0.7927989110706372,0.9086440434060499
meat,vegetarian,proportion,0.8679108021445533,0.6685647239205537,1.1191195079386693,0.2425218860110913,0.8679108021445533,1.00101852968159,Restaurant,L69HYJ4Y3TR91,NA,Animal,TRUE,TRUE,Animal_inner,0.7610274933546274,0.9898054499434356
meat,vegetarian,proportion,0.9632078208360869,0.9034144911144316,1.0237868186175259,0.687384922973584,0.9632078208360869,0.999807467146916,Restaurant,SRQS8F7JWA9MZ,NA,Animal,TRUE,TRUE,Animal_inner,0.932958282155957,0.9944381478406917
