outcome,exposure_type,mean,mean_exp,mean_exp_p10,q2.5,q97.5,rhat,estimate_type,restaurant_id,source,pred_path,color_group,n_rest_in_group,rest_rank,step_size
Breakfast,Count,560.99,NA,1.8831947926003707,75.2,6942.26,1.01952331890509,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_count/plots/EMBVNVD207CC6.png,Animal,11,6,0.5
Breakfast,Count,0.91,NA,0.9908358545100914,0.66,1.25,1.00366605655876,Restaurant,L69HYJ4Y3TR91,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_count/plots/L69HYJ4Y3TR91.png,Animal,11,7,0.5
Breakfast,Count,1.86,NA,1.064243331597701,1.55,2.31,1.01075255647695,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_count/plots/LBZEEFSBJNB3Z.png,Animal,11,8,0.5
Breakfast,Count,2.33,NA,1.0883102748485523,1.58,3.63,1.01051798804652,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_count/plots/LQ5EH4BKGV61T.png,Animal,11,9,0.5
Breakfast,Count,2.46,NA,1.094254149922059,0.16,47.32,1.01993526702703,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_count/plots/SAFK7ND1HR6XS.png,Animal,11,10,0.5
Breakfast,Count,1.9,NA,1.0661041359348429,1.53,2.37,1.00112556708626,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_count/plots/V3Q26BHF3SE2H.png,Animal,11,11,0.5
Breakfast,Presence,45.27,NA,1.464149124861461,0.37,11865.95,1.00953855311003,Restaurant,2HRX9P6HKXA8V,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/2HRX9P6HKXA8V.png,Animal,11,1,0.5
Breakfast,Presence,0.83,NA,0.9812040654536004,0.75,0.91,1.00066408495887,Restaurant,78AY09MVJVTYE,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/78AY09MVJVTYE.png,Animal,11,2,0.5
Breakfast,Presence,1.32,NA,1.0279090201981262,0.92,1.91,1.00768910124591,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/9XKJD8DQTH559.png,Animal,11,3,0.5
Breakfast,Presence,1.22,NA,1.0197392279168618,0,133.06,1.01185242712743,Restaurant,CB2KHY1C2G9PT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/CB2KHY1C2G9PT.png,Animal,11,4,0.5
Breakfast,Presence,0.63,NA,0.9543678649752899,0.49,0.8,1.00463568695476,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/ED5J990H5VAZT.png,Animal,11,5,0.5
Breakfast,Presence,1749.38,NA,2.11002867019682,203.39,30826.27,1.0085241510093,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/EMBVNVD207CC6.png,Animal,11,6,0.5
Breakfast,Presence,0.89,NA,0.9883381303939521,0.64,1.23,1.00523794085061,Restaurant,L69HYJ4Y3TR91,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/L69HYJ4Y3TR91.png,Animal,11,7,0.5
Breakfast,Presence,30.79,NA,1.4087672830663416,12.96,88.38,1.0076917029868,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/LBZEEFSBJNB3Z.png,Animal,11,8,0.5
Breakfast,Presence,36.47,NA,1.4328114282049547,7.61,185.85,1.00183426585239,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/LQ5EH4BKGV61T.png,Animal,11,9,0.5
Breakfast,Presence,8.29,NA,1.2355803404624175,0.05,1586.7,1.00556530503484,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/SAFK7ND1HR6XS.png,Animal,11,10,0.5
Breakfast,Presence,16.65,NA,1.3247796519142616,8.13,36.33,1.01107155322485,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/breakfast_p/breakfast_dishes_presence/plots/V3Q26BHF3SE2H.png,Animal,11,11,0.5
Chicken,Count,1.1,NA,1.009704864075483,1.03,1.19,1.00100780003826,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/9XKJD8DQTH559.png,Animal,6,1,0.5
Chicken,Count,1.07,NA,1.0070030404432897,1.03,1.12,1.00956633619886,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/JHDN7CF1C03X5.png,Animal,6,2,0.5
Chicken,Count,1.09,NA,1.008966647789088,0.81,1.58,1.00653392794671,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/LBZEEFSBJNB3Z.png,Animal,6,3,0.5
Chicken,Count,1.09,NA,1.0085957762184063,0.82,1.49,1.00668170885033,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/SAFK7ND1HR6XS.png,Animal,6,4,0.5
Chicken,Count,1,NA,0.9996182912266415,0.89,1.1,1.01488973839625,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/V3Q26BHF3SE2H.png,Animal,6,5,0.5
Chicken,Count,1.13,NA,1.0121738228426382,1.05,1.23,1.00062586347506,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,6,6,0.5
Chicken,Presence,45.9,NA,1.4661586667321507,8.1,285.61,1.00269507172095,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/9XKJD8DQTH559.png,Animal,6,1,0.5
Chicken,Presence,20.23,NA,1.3508459614782269,0.83,970.43,1.00091031322187,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/JHDN7CF1C03X5.png,Animal,6,2,0.5
Chicken,Presence,7.89,NA,1.2293994987804728,0.36,294.03,1.00103355268897,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/LBZEEFSBJNB3Z.png,Animal,6,3,0.5
Chicken,Presence,9.59,NA,1.253605544879529,0.34,336.08,1.00079612300322,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/SAFK7ND1HR6XS.png,Animal,6,4,0.5
Chicken,Presence,8.99,NA,1.2455917393273728,3.15,30.22,1.00213318173367,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/V3Q26BHF3SE2H.png,Animal,6,5,0.5
Chicken,Presence,1.4,NA,1.0344121637543686,1.15,1.73,1.00081823236432,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/chicken_p/chicken_dishes_presence/plots/W8T41JZK0ZMEP.png,Animal,6,6,0.5
Dairy,Count,1.39,NA,1.033302702902953,1.14,1.66,1.01608545141918,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/9XKJD8DQTH559.png,Animal,10,1,0.5
Dairy,Count,1.04,NA,1.003716311503973,0.9,1.18,1.00084055863915,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/C0BE4NDSW26QN.png,Animal,10,2,0.5
Dairy,Count,1.05,NA,1.0046085294426335,1.01,1.09,1.00176526838466,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/ED5J990H5VAZT.png,Animal,10,3,0.5
Dairy,Count,1.13,NA,1.0122403831055269,0.99,1.32,1.03184241093957,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/EMBVNVD207CC6.png,Animal,10,4,0.5
Dairy,Count,1.05,NA,1.0045555739887049,1.01,1.08,1.0000880460273,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/JHDN7CF1C03X5.png,Animal,10,5,0.5
Dairy,Count,1,NA,1.0002321161890084,0.93,1.08,1.01097476057465,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/LBZEEFSBJNB3Z.png,Animal,10,6,0.5
Dairy,Count,1.1,NA,1.0098271539375048,0.82,1.55,1.00582261438459,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/LFZFT3VASXPED.png,Animal,10,7,0.5
Dairy,Count,1.12,NA,1.0115694899812002,0.88,1.48,1.00566611603791,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/SAFK7ND1HR6XS.png,Animal,10,8,0.5
Dairy,Count,0.98,NA,0.9982275746672912,0.88,1.09,1.00104520752112,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/V3Q26BHF3SE2H.png,Animal,10,9,0.5
Dairy,Count,1.03,NA,1.00331330502032,1.01,1.06,1.00390860948262,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,10,10,0.5
Dairy,Presence,2.29,NA,1.0863044615255655,1.65,3.18,1.00048490257787,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/9XKJD8DQTH559.png,Animal,10,1,0.5
Dairy,Presence,2.78,NA,1.107719493966233,0.45,19.89,1.00517675955765,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/C0BE4NDSW26QN.png,Animal,10,2,0.5
Dairy,Presence,1.06,NA,1.0059011834537408,0.93,1.22,1.00060720826738,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/ED5J990H5VAZT.png,Animal,10,3,0.5
Dairy,Presence,7.71,NA,1.2265997602490986,3.14,20.54,1.0020758557435,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/EMBVNVD207CC6.png,Animal,10,4,0.5
Dairy,Presence,4.01,NA,1.1490215872485214,0.63,33.58,1.02161704956889,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/JHDN7CF1C03X5.png,Animal,10,5,0.5
Dairy,Presence,4.06,NA,1.1504884649700842,0.72,35.73,1.02035398233169,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/LBZEEFSBJNB3Z.png,Animal,10,6,0.5
Dairy,Presence,3.41,NA,1.1303729779631868,0.57,26.49,1.00492199159183,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/LFZFT3VASXPED.png,Animal,10,7,0.5
Dairy,Presence,2.92,NA,1.1129616783350107,0.51,20.39,1.00733732615629,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/SAFK7ND1HR6XS.png,Animal,10,8,0.5
Dairy,Presence,0.83,NA,0.9817099799808898,0.65,1.07,1.00059554887124,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/V3Q26BHF3SE2H.png,Animal,10,9,0.5
Dairy,Presence,3.84,NA,1.1440836579717153,0.67,32.91,1.01041356809208,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/dairy_p/dairy_dishes_presence/plots/W8T41JZK0ZMEP.png,Animal,10,10,0.5
Egg,Count,1.07,NA,1.0067420505311646,1.01,1.16,1.00552521702983,Restaurant,78AY09MVJVTYE,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_count/plots/78AY09MVJVTYE.png,Animal,5,1,0.5
Egg,Count,1.03,NA,1.0032804928312435,1,1.07,1.01277388121505,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_count/plots/ED5J990H5VAZT.png,Animal,5,2,0.5
Egg,Count,1.04,NA,1.0040866564405508,0.96,1.11,1.00158137165739,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_count/plots/LBZEEFSBJNB3Z.png,Animal,5,3,0.5
Egg,Count,1.07,NA,1.007008737257334,1.03,1.14,1.01002967809778,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_count/plots/V3Q26BHF3SE2H.png,Animal,5,4,0.5
Egg,Count,1.06,NA,1.0055569797520991,1.03,1.09,1.00009575366493,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,5,5,0.5
Egg,Presence,1.09,NA,1.0087954647000097,1,1.2,1.00237037283173,Restaurant,78AY09MVJVTYE,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_presence/plots/78AY09MVJVTYE.png,Animal,5,1,0.5
Egg,Presence,1.1,NA,1.009342814269184,0.94,1.29,1.00140083921507,Restaurant,ED5J990H5VAZT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_presence/plots/ED5J990H5VAZT.png,Animal,5,2,0.5
Egg,Presence,1.25,NA,1.0222978693635119,0.75,6.08,1.0143646906247,Restaurant,LBZEEFSBJNB3Z,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_presence/plots/LBZEEFSBJNB3Z.png,Animal,5,3,0.5
Egg,Presence,1.14,NA,1.0134679008370382,0.92,1.51,1.00921594339451,Restaurant,V3Q26BHF3SE2H,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_presence/plots/V3Q26BHF3SE2H.png,Animal,5,4,0.5
Egg,Presence,1.14,NA,1.013046725450083,0.63,2.2,1.03839545314556,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/egg_p/egg_dishes_presence/plots/W8T41JZK0ZMEP.png,Animal,5,5,0.5
Untextured,Count,1.19,NA,1.0178718302046112,1.09,1.31,1.00017568735827,Restaurant,1SQPTEGYPH0GA,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/1SQPTEGYPH0GA.png,Animal,12,1,0.5
Untextured,Count,1.08,NA,1.0077137217978178,1.03,1.13,0.999920558778355,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/9XKJD8DQTH559.png,Animal,12,2,0.5
Untextured,Count,1.18,NA,1.0166123885309022,0.96,1.46,1.00055291215551,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/C0BE4NDSW26QN.png,Animal,12,3,0.5
Untextured,Count,0.92,NA,0.9916682422502192,0.83,1.03,1.00282151810237,Restaurant,CB2KHY1C2G9PT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/CB2KHY1C2G9PT.png,Animal,12,4,0.5
Untextured,Count,2.31,NA,1.0871509301407913,1.02,42.13,1.02723563602912,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/EMBVNVD207CC6.png,Animal,12,5,0.5
Untextured,Count,1.13,NA,1.0119342638974724,1.03,1.25,1.00135910228468,Restaurant,JHDN7CF1C03X5,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/JHDN7CF1C03X5.png,Animal,12,6,0.5
Untextured,Count,1.5,NA,1.0417091856879557,0.9,4.67,1.01468052397313,Restaurant,LFZFT3VASXPED,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/LFZFT3VASXPED.png,Animal,12,7,0.5
Untextured,Count,1.25,NA,1.0225707821214414,0.9,2.19,1.01464297322953,Restaurant,LQ5EH4BKGV61T,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/LQ5EH4BKGV61T.png,Animal,12,8,0.5
Untextured,Count,1.12,NA,1.0111678975890661,0.99,1.26,1.00045313832555,Restaurant,S8MT0YGD2KTN9,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/S8MT0YGD2KTN9.png,Animal,12,9,0.5
Untextured,Count,1.37,NA,1.0318295044786636,0.76,4.4,1.01086721974932,Restaurant,SAFK7ND1HR6XS,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/SAFK7ND1HR6XS.png,Animal,12,10,0.5
Untextured,Count,1.18,NA,1.0169054186665858,1.07,1.31,1.00126469788833,Restaurant,SRQS8F7JWA9MZ,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/SRQS8F7JWA9MZ.png,Animal,12,11,0.5
Untextured,Count,1.45,NA,1.0376368097168727,1.27,1.67,1.00450635504269,Restaurant,W8T41JZK0ZMEP,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_count/plots/W8T41JZK0ZMEP.png,Animal,12,12,0.5
Untextured,Presence,25.75,NA,1.383827711680739,12.69,58.8,1.00018595032768,Restaurant,1SQPTEGYPH0GA,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/1SQPTEGYPH0GA.png,Animal,12,1,0.5
Untextured,Presence,2.56,NA,1.0983921635211682,0.59,15.44,1.00157341336767,Restaurant,9XKJD8DQTH559,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/9XKJD8DQTH559.png,Animal,12,2,0.5
Untextured,Presence,4.84,NA,1.170745022616696,0.45,52.95,1.00409260443102,Restaurant,C0BE4NDSW26QN,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/C0BE4NDSW26QN.png,Animal,12,3,0.5
Untextured,Presence,2.64,NA,1.1019982803719723,0.15,31.67,1.00303353611257,Restaurant,CB2KHY1C2G9PT,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/CB2KHY1C2G9PT.png,Animal,12,4,0.5
Untextured,Presence,76.44,NA,1.5428799201097725,12.18,725.3,1.0028754680885,Restaurant,EMBVNVD207CC6,finalized_redone_trunc,../../model_fits/finalized_redone_trunc/t2_a2_proportion_t/untextured_p/untextured_dishes_presence/plots/EMBVNVD207CC6.png,Animal,12,5,0.5
