outcome,effect_type,mean,q2.5,q97.5,rhat,ess_bulk,estimate_type,restaurant_id,pred_path,color_group,n_rest_in_group,rest_rank,step_size
meat,Level Change,0.0419189773018307,-0.13238695875,0.2237181875,1.00121921484751,857.68857252635,Restaurant,C0BE4NDSW26QN_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/C0BE4NDSW26QN_2_genderfemale.png,Animal,50,14,0.12
meat,Gender x Level,0.0847479068527447,-0.1222050265,0.339670041,1.00126145665693,581.176786191153,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,25,17,0.12
meat,Level Change,-0.0493384166413317,-0.26594568475,0.0820979150000001,1.00419029964348,452.665212911839,Restaurant,V3Q26BHF3SE2H_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H_1_genderfemale.png,Animal,50,37,0.12
meat,Gender x Level,-0.0945533375778033,-0.3471939815,0.102647116,1.00316197745366,722.046567219983,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,25,18,0.12
meat,Level Change,-0.015597497850047,-0.1600596895,0.1513023235,1.00396338446589,741.731769974377,Restaurant,V3Q26BHF3SE2H_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H_2_genderfemale.png,Animal,50,38,0.12
meat,Gender x Level,-0.096546613101635,-0.27348375874999997,0.0662161120000001,1.00214822441972,783.954909591155,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,25,19,0.12
meat,Level Change,0.0193413236527949,-0.086224628775,0.16538119075,1.00125680611882,736.525989822892,Restaurant,V3Q26BHF3SE2H_3_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H_3_genderfemale.png,Animal,50,39,0.12
meat,Gender x Level,0.0672651574457733,-0.1165320865,0.2758514905,1.00994840124581,682.716601547652,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H.png,Animal,25,20,0.12
meat,Level Change,-0.0116693704841513,-0.14580402,0.13124386175,1.00862455741089,680.559007434409,Restaurant,V3Q26BHF3SE2H_4_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/V3Q26BHF3SE2H_4_genderfemale.png,Animal,50,40,0.12
meat,Gender x Level,-0.0971762217837767,-0.22853292025,0.038605458975,1.00044399399226,615.367797626036,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/LBZEEFSBJNB3Z.png,Animal,25,11,0.12
meat,Level Change,-0.06968938988124,-0.17947104025,0.02713756635,1.00012190193116,784.547754274461,Restaurant,LBZEEFSBJNB3Z_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/LBZEEFSBJNB3Z_1_genderfemale.png,Animal,50,22,0.12
meat,Gender x Level,-0.0286474196556406,-0.18923766675,0.1249598345,1.00364606775459,750.687928796761,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SAFK7ND1HR6XS.png,Animal,25,14,0.12
meat,Level Change,-0.0213270897930983,-0.16321744775,0.12508796625,1.00389898371362,834.071064530146,Restaurant,SAFK7ND1HR6XS_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/SAFK7ND1HR6XS_1_genderfemale.png,Animal,50,28,0.12
meat,Gender x Level,-0.008432693580236,-0.15212324125,0.140211215,1.00045444590148,656.619836557139,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/S8MT0YGD2KTN9.png,Animal,25,13,0.12
meat,Level Change,-0.0945544268009573,-0.27035628575,0.0443531737000001,1.00328161573979,538.248469823777,Restaurant,S8MT0YGD2KTN9_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/S8MT0YGD2KTN9_1_genderfemale.png,Animal,50,26,0.12
meat,Gender x Level,0.0167960257615242,-0.10953112375,0.14514861675,1.00369128886084,678.884780686066,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/1SQPTEGYPH0GA.png,Animal,25,1,0.12
meat,Level Change,-0.125296262754561,-0.278484501,-5.62534432999981e-4,1.00609654845418,535.055064556864,Restaurant,1SQPTEGYPH0GA_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/1SQPTEGYPH0GA_1_genderfemale.png,Animal,50,2,0.12
meat,Gender x Level,0.0944470390531507,-0.15481354025,0.3958398695,1.0017484444896,807.05254145378,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/9XKJD8DQTH559.png,Animal,25,4,0.12
meat,Level Change,-0.17303772786567,-0.81187964625,0.0478485803,1.01099833510517,241.047190307363,Restaurant,9XKJD8DQTH559_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/9XKJD8DQTH559_1_genderfemale.png,Animal,50,9,0.12
meat,Gender x Level,0.032895911929514,-0.23364293125,0.281396885,1.00109277061051,532.579594230597,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/9XKJD8DQTH559.png,Animal,25,5,0.12
meat,Level Change,0.027819694835615,-0.19254405325,0.60148684375000006,1.00690623256674,273.651370829828,Restaurant,9XKJD8DQTH559_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/9XKJD8DQTH559_2_genderfemale.png,Animal,50,10,0.12
meat,Gender x Level,-0.0392300986537216,-0.31670998325,0.2334337505,1.00408827226126,762.347999641496,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/LQ5EH4BKGV61T.png,Animal,25,12,0.12
meat,Level Change,-0.0353663703912293,-0.28500388225,0.19246392225,1.0059986084151,565.190216497657,Restaurant,LQ5EH4BKGV61T_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/LQ5EH4BKGV61T_1_genderfemale.png,Animal,50,24,0.12
meat,Gender x Level,-0.2577517898936,-0.47739967025,-0.065470860425,1.00359300638477,527.791696473845,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/78AY09MVJVTYE.png,Animal,25,3,0.12
meat,Level Change,0.0956847614740647,-0.065518733625,0.32932027475,1.0036962345671,518.801314117304,Restaurant,78AY09MVJVTYE_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/meat/plots/78AY09MVJVTYE_1_genderfemale.png,Animal,50,6,0.12
chicken_fish,Level Change,5.41796984781333e-5,1.70476063e-5,1.211360285e-4,2.30878593385429,3.82017114069191,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/SRQS8F7JWA9MZ.png,Animal,50,29,0.12
chicken_fish,Level Change,1.29034279354761e-5,-9.58737838e-6,5.1277596575e-5,1.89476264366926,4.48106197890072,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/SRQS8F7JWA9MZ.png,Animal,50,30,0.12
chicken_fish,Level Change,0.0499550454963333,0.014143197625,0.10040745275,2.9690371927502,3.44546307826371,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/2HRX9P6HKXA8V.png,Animal,50,3,0.12
chicken_fish,Level Change,0.0672232603833333,-0.12155043,0.20736940175,2.65574349544428,3.57033917176383,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/L69HYJ4Y3TR91.png,Animal,50,19,0.12
chicken_fish,Level Change,0.0349035854833333,-0.0378582522,0.12414440025,2.92497463853268,3.43892020337332,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/ED5J990H5VAZT.png,Animal,50,15,0.12
chicken_fish,Level Change,0.016620247808,-0.10060501,0.16564251,2.64222362202106,3.55558857599436,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,50,41,0.12
chicken_fish,Level Change,0.0816474888231667,0.00131415917,0.125750612,3.07544885311184,3.38796391588133,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,50,42,0.12
chicken_fish,Level Change,0.0474883979713333,-0.034170183675,0.1234850605,3.07951736279101,3.39094724253188,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,50,43,0.12
chicken_fish,Level Change,0.00961008283526667,-0.057697756175,0.0912255764,2.56744269699266,3.61710636021065,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,50,44,0.12
chicken_fish,Level Change,0.105627972456,-0.05757755855,0.27493550075,3.1611090304279,3.36748720617578,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,50,45,0.12
chicken_fish,Level Change,0.009049860404,-0.0876771363,0.058932367,2.67109501654628,3.62540908634698,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/EMBVNVD207CC6.png,Animal,50,17,0.12
chicken_fish,Level Change,-0.0905954888706167,-0.16172416025,4.98324233e-4,2.63396902296153,3.57702925495302,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/C0BE4NDSW26QN.png,Animal,50,11,0.12
chicken_fish,Level Change,0.028027022041,-0.03245911535,0.0711431316,2.94064491159649,3.46726129915365,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/C0BE4NDSW26QN.png,Animal,50,12,0.12
chicken_fish,Level Change,0.0109688434813333,-0.12010648,0.1699459305,2.52738551164654,3.65589564865294,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/V3Q26BHF3SE2H.png,Animal,50,33,0.12
chicken_fish,Level Change,0.105714851551333,-0.08571127315,0.26521704225,2.7909057955545,3.49122747808651,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/V3Q26BHF3SE2H.png,Animal,50,34,0.12
chicken_fish,Level Change,0.203866167080333,0.029885425825,0.468077715,2.89269088276882,3.50423427054982,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/V3Q26BHF3SE2H.png,Animal,50,35,0.12
chicken_fish,Level Change,0.022403351142,-0.11034370075,0.1417865705,2.69930054355886,3.52589153071759,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/V3Q26BHF3SE2H.png,Animal,50,36,0.12
chicken_fish,Level Change,0.100982486715667,-0.04563318935,0.24273721075,2.70703913129633,3.54257273201039,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/LBZEEFSBJNB3Z.png,Animal,50,21,0.12
chicken_fish,Level Change,0.093545815607,0.03964215785,0.18292741625,2.79702774986675,3.51023353174351,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/SAFK7ND1HR6XS.png,Animal,50,27,0.12
chicken_fish,Level Change,0.078445460574,-0.0518922906,0.231808066,2.70582771109051,3.53545619517547,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/S8MT0YGD2KTN9.png,Animal,50,25,0.12
chicken_fish,Level Change,0.00758490518533333,-0.18212160025,0.15214380475,2.81294159553165,3.48776958285154,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/1SQPTEGYPH0GA.png,Animal,50,1,0.12
chicken_fish,Level Change,0.0134905813846667,-0.08248391695,0.070552976125,3.05953131401634,3.40161388468909,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/9XKJD8DQTH559.png,Animal,50,7,0.12
chicken_fish,Level Change,-0.019181771963,-0.075140331,0.036887272775,2.84292911779509,3.46817933885986,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/9XKJD8DQTH559.png,Animal,50,8,0.12
chicken_fish,Level Change,-0.0673160045623333,-0.11154831025,-0.014324276425,2.67773316394477,3.59343784752848,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/LQ5EH4BKGV61T.png,Animal,50,23,0.12
chicken_fish,Level Change,0.0230510543203333,-0.0303540234,0.066790656275,2.82508422684668,3.48449887173363,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/78AY09MVJVTYE.png,Animal,50,5,0.12
chicken_fish,Slope Change,6.69910222741667e-4,1.5700264225e-4,9.71483164e-4,2.35010681008276,3.92525264173639,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/SRQS8F7JWA9MZ.png,Animal,25,15,0.12
chicken_fish,Slope Change,-3.28703171914813e-5,-9.92035405e-5,4.7041050925e-5,1.58538441865323,8.02273106412561,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/SRQS8F7JWA9MZ.png,Animal,25,16,0.12
chicken_fish,Slope Change,0.0131927545297,-0.1273624305,0.17222862025,2.52570874524798,3.63611960859468,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/2HRX9P6HKXA8V.png,Animal,25,2,0.12
chicken_fish,Slope Change,-0.13093882085,-0.3477873055,0.11189014025,2.70410336923932,3.55901236429596,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/L69HYJ4Y3TR91.png,Animal,25,10,0.12
chicken_fish,Slope Change,0.025836220768,-0.029146535925,0.076092926175,2.52150506614818,3.63241952688167,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/ED5J990H5VAZT.png,Animal,25,8,0.12
chicken_fish,Slope Change,-0.131030550927,-0.28212634075,-0.034126176075,2.69403089044252,3.55020488616109,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,25,21,0.12
chicken_fish,Slope Change,-0.0786895161426333,-0.123494682,0.0090527125575,2.60245333826306,3.60509191288842,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,25,22,0.12
chicken_fish,Slope Change,0.064668920742,0.042767628375,0.097001174975,2.40162564449696,3.72921394158686,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,25,23,0.12
chicken_fish,Slope Change,-0.0407582846983333,-0.22535629275,0.086885218425,2.62850783177562,3.58465257759972,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,25,24,0.12
chicken_fish,Slope Change,0.0314519065056667,-0.040436387125,0.1040512075,2.41650939750849,3.7152222021609,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,25,25,0.12
chicken_fish,Slope Change,-0.133025813652667,-0.30806751175,-0.01160555925,2.79517937046726,3.50560316666002,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/EMBVNVD207CC6.png,Animal,25,9,0.12
chicken_fish,Slope Change,0.0131054252746667,-0.137409754,0.0956774987,2.37677451001624,3.73940048605651,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/C0BE4NDSW26QN.png,Animal,25,6,0.12
chicken_fish,Slope Change,0.131879312094,0.06048450985,0.17493426925,2.75048691390865,3.52401162630815,Restaurant,C0BE4NDSW26QN,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/C0BE4NDSW26QN.png,Animal,25,7,0.12
chicken_fish,Slope Change,-0.0193169921326667,-0.084016093075,0.040171624,2.45354319205242,3.66749818632641,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/V3Q26BHF3SE2H.png,Animal,25,17,0.12
chicken_fish,Slope Change,-0.0463336585343333,-0.14376133075,0.03377932415,2.55758453793732,3.62063541456357,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/V3Q26BHF3SE2H.png,Animal,25,18,0.12
chicken_fish,Slope Change,0.0138261803064667,-0.0724936103,0.10689895125,2.38887582053556,3.71271287154259,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/V3Q26BHF3SE2H.png,Animal,25,19,0.12
chicken_fish,Slope Change,-0.110287943442,-0.345513441,0.055390822575,2.57548546086018,3.6090535807099,Restaurant,V3Q26BHF3SE2H,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/V3Q26BHF3SE2H.png,Animal,25,20,0.12
chicken_fish,Slope Change,0.0177017579953333,-0.066658069825,0.09935835365,2.54054783290129,3.62292501942978,Restaurant,LBZEEFSBJNB3Z,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/LBZEEFSBJNB3Z.png,Animal,25,11,0.12
chicken_fish,Slope Change,0.003898919077,-0.14463509175,0.1774671135,2.38583907354382,3.71805233783736,Restaurant,SAFK7ND1HR6XS,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/SAFK7ND1HR6XS.png,Animal,25,14,0.12
chicken_fish,Slope Change,0.0642994245073333,-0.038118053325,0.25355615425,2.43419032004339,3.71057635927445,Restaurant,S8MT0YGD2KTN9,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/S8MT0YGD2KTN9.png,Animal,25,13,0.12
chicken_fish,Slope Change,0.00128215433533333,-0.091398518775,0.05394690385,2.66651052185841,3.555800063652,Restaurant,1SQPTEGYPH0GA,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/1SQPTEGYPH0GA.png,Animal,25,1,0.12
chicken_fish,Slope Change,0.0237463321253333,-0.08284161875,0.20060153125,2.49854069046921,3.64976405147377,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/9XKJD8DQTH559.png,Animal,25,4,0.12
chicken_fish,Slope Change,0.0682119098973333,-0.072549686425,0.26431644,2.72680707994228,3.51221481400741,Restaurant,9XKJD8DQTH559,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/9XKJD8DQTH559.png,Animal,25,5,0.12
chicken_fish,Slope Change,0.127964804482333,-0.081072702775,0.254778513,2.71627882814016,3.53598902896284,Restaurant,LQ5EH4BKGV61T,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/LQ5EH4BKGV61T.png,Animal,25,12,0.12
chicken_fish,Slope Change,0.0148240048377374,-0.00529194559,0.049872377725,2.38633352145802,3.71281534749932,Restaurant,78AY09MVJVTYE,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/78AY09MVJVTYE.png,Animal,25,3,0.12
chicken_fish,Gender x Level,-6.2049738776722e-6,-2.2223164975e-5,8.369412505e-6,1.69235809770085,4.82194461370139,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/SRQS8F7JWA9MZ.png,Animal,25,15,0.12
chicken_fish,Level Change,1.9806672888147e-5,-6.5993892325e-6,6.027937855e-5,1.8684896170255,4.61226571816861,Restaurant,SRQS8F7JWA9MZ_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/SRQS8F7JWA9MZ_1_genderfemale.png,Animal,50,31,0.12
chicken_fish,Gender x Level,5.38967143710417e-6,-9.7905950725e-6,2.0348863425e-5,1.69420846858317,4.91534509604702,Restaurant,SRQS8F7JWA9MZ,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/SRQS8F7JWA9MZ.png,Animal,25,16,0.12
chicken_fish,Level Change,-2.10115558153081e-5,-6.26986247e-5,6.641391605e-6,1.80895622490451,4.78511997621965,Restaurant,SRQS8F7JWA9MZ_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/SRQS8F7JWA9MZ_2_genderfemale.png,Animal,50,32,0.12
chicken_fish,Gender x Level,-0.0596142506946667,-0.10185698275,-0.029856642475,2.62622697488817,3.56757181353943,Restaurant,2HRX9P6HKXA8V,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/2HRX9P6HKXA8V.png,Animal,25,2,0.12
chicken_fish,Level Change,-0.0233433397136667,-0.05933499525,0.014722425075,3.10283827045774,3.39828231461328,Restaurant,2HRX9P6HKXA8V_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/2HRX9P6HKXA8V_1_genderfemale.png,Animal,50,4,0.12
chicken_fish,Gender x Level,0.007511831518,-0.1295796135,0.11420787,2.64000135539843,3.57314090639302,Restaurant,L69HYJ4Y3TR91,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/L69HYJ4Y3TR91.png,Animal,25,10,0.12
chicken_fish,Level Change,-0.112295505268333,-0.14828174025,-0.067728477475,2.75434256941271,3.52020801961382,Restaurant,L69HYJ4Y3TR91_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/L69HYJ4Y3TR91_1_genderfemale.png,Animal,50,20,0.12
chicken_fish,Gender x Level,-0.0321289830902,-0.060690153675,0.001159984315,2.46925747863183,3.68710129642216,Restaurant,ED5J990H5VAZT,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/ED5J990H5VAZT.png,Animal,25,8,0.12
chicken_fish,Level Change,-0.0226031116137667,-0.048454580725,-0.00474324313,2.69013975360001,3.53840447164473,Restaurant,ED5J990H5VAZT_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/ED5J990H5VAZT_1_genderfemale.png,Animal,50,16,0.12
chicken_fish,Gender x Level,0.162306912706667,-0.19489450075,0.59962738725,2.68904379715136,3.52617422036562,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,25,21,0.12
chicken_fish,Level Change,-0.0056172124867,-0.13720029025,0.1146065305,2.73561418779884,3.58374278379321,Restaurant,W8T41JZK0ZMEP_1_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP_1_genderfemale.png,Animal,50,46,0.12
chicken_fish,Gender x Level,-0.011016148008,-0.0985999449,0.11348607025,2.47710542340281,3.67728027180732,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,25,22,0.12
chicken_fish,Level Change,-0.114521177382,-0.240024782,0.03740033135,2.66575874637879,3.53182529465532,Restaurant,W8T41JZK0ZMEP_2_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP_2_genderfemale.png,Animal,50,47,0.12
chicken_fish,Gender x Level,-0.121115215077667,-0.30881515975,0.055638430425,2.4195951033959,3.67499248460685,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,25,23,0.12
chicken_fish,Level Change,0.166558375313333,0.1282143595,0.21310338025,2.72383567786894,3.52529992873494,Restaurant,W8T41JZK0ZMEP_3_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP_3_genderfemale.png,Animal,50,48,0.12
chicken_fish,Gender x Level,0.10831870781,0.065543289925,0.1689202,2.74527428591141,3.52635768627657,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,25,24,0.12
chicken_fish,Level Change,0.087192123732,0.047376979975,0.12323506175,2.7409955443737,3.54010831406464,Restaurant,W8T41JZK0ZMEP_4_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP_4_genderfemale.png,Animal,50,49,0.12
chicken_fish,Gender x Level,-0.0213896704126667,-0.31211871975,0.16027433,3.26225960937026,3.38705605220406,Restaurant,W8T41JZK0ZMEP,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP.png,Animal,25,25,0.12
chicken_fish,Level Change,-0.0703596223796667,-0.16746167,0.082617050775,2.7316668584581,3.54297643499815,Restaurant,W8T41JZK0ZMEP_5_genderfemale,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/W8T41JZK0ZMEP_5_genderfemale.png,Animal,50,50,0.12
chicken_fish,Gender x Level,0.0530963901519333,-0.0030017646,0.14414931,2.75543628141766,3.51551595584703,Restaurant,EMBVNVD207CC6,../../model_fits/finalized_redone_trunc_cp/t2_a5_customer_day/chicken_fish/plots/EMBVNVD207CC6.png,Animal,25,9,0.12
