outcome,exposure_group,exposure_type,mean,q2.5,q97.5,rhat,estimate_type,restaurant_id,color_group
nonvegan,vegetarian,Proportion,-1.4696759700589417,-2.8134107167600364,-0.10536051565782628,1.0029463478889074,Restaurant,ED5J990H5VAZT,Animal
nonvegan,vegetarian,Proportion,-0.7985076962177716,-2.4079456086518722,0.7275486072772777,1.0016294280414322,Restaurant,W8T41JZK0ZMEP,Animal
meat,mpbamod,Count,-0.020202707317519466,-0.08338160893905101,0.03922071315328133,0.999915871964774,Restaurant,SRQS8F7JWA9MZ,Animal
meat,mpbamod,Count,-0.11653381625595151,-0.527632742082372,0.02955880224154443,1.003570589018142,Restaurant,2HRX9P6HKXA8V,Animal
meat,mpbamod,Count,-0.020202707317519466,-0.05129329438755058,0.009950330853168092,1.0008039513103344,Restaurant,JHDN7CF1C03X5,Animal
meat,mpbamod,Count,0.02955880224154443,-0.07257069283483537,0.20701416938432612,1.0036756057816927,Restaurant,L69HYJ4Y3TR91,Animal
meat,mpbamod,Count,0.009950330853168092,-0.020202707317519466,0.04879016416943205,1.0009877036966013,Restaurant,ED5J990H5VAZT,Animal
meat,mpbamod,Count,0,-0.030459207484708574,0.01980262729617973,1.000323226427914,Restaurant,W8T41JZK0ZMEP,Animal
meat,mpbamod,Proportion,-0.2231435513142097,-0.916290731874155,0.4824261492442928,1.0005707100580656,Restaurant,SRQS8F7JWA9MZ,Animal
meat,mpbamod,Proportion,-2.5257286443082556,-Inf,0.1570037488096647,1.0008971582861392,Restaurant,2HRX9P6HKXA8V,Animal
meat,mpbamod,Proportion,-2.0402208285265546,-2.995732273553991,-0.9942522733438669,1.0002407573699574,Restaurant,JHDN7CF1C03X5,Animal
