Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.4,43.67,TORONTO CITY,6158355,2022-01-29,2022,01,29,NA,-9.8,NA,-18.6,NA,-14.2,NA,32.2,NA,0,NA,NA,NA,NA,NA,0,NA,21,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-01-30,2022,01,30,NA,-4.2,NA,-12.3,NA,-8.2,NA,26.2,NA,0,NA,NA,NA,NA,NA,0,NA,21,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-01-31,2022,01,31,NA,-0.7,NA,-5.7,NA,-3.2,NA,21.2,NA,0,NA,NA,NA,NA,NA,0,NA,20,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-01,2022,02,01,NA,5.3,NA,-2.4,NA,1.4,NA,16.6,NA,0,NA,NA,NA,NA,NA,0,NA,20,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-02,2022,02,02,NA,4.8,NA,-2.6,NA,1.1,NA,16.9,NA,0,NA,NA,NA,NA,NA,12.6,NA,18,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-03,2022,02,03,NA,-2.1,NA,-9.6,NA,-5.9,NA,23.9,NA,0,NA,NA,NA,NA,NA,3.5,NA,19,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-04,2022,02,04,NA,-8.5,NA,-12.1,NA,-10.3,NA,28.3,NA,0,NA,NA,NA,NA,NA,0.7,NA,21,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-05,2022,02,05,NA,-6.3,NA,-13.8,NA,-10,NA,28,NA,0,NA,NA,NA,NA,NA,0,NA,21,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-06,2022,02,06,NA,0.2,NA,-6.3,NA,-3.1,NA,21.1,NA,0,NA,NA,NA,NA,NA,0,NA,21,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-07,2022,02,07,NA,3.3,NA,-1,NA,1.1,NA,16.9,NA,0,NA,NA,NA,NA,NA,0,NA,20,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-08,2022,02,08,NA,1,NA,-3.9,NA,-1.5,NA,19.5,NA,0,NA,NA,NA,NA,NA,0,NA,19,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-09,2022,02,09,NA,5.4,NA,-2.7,NA,1.4,NA,16.6,NA,0,NA,NA,NA,NA,NA,0,NA,18,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-10,2022,02,10,NA,3.6,NA,0.3,NA,1.9,NA,16.1,NA,0,NA,NA,NA,NA,NA,0,NA,17,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-11,2022,02,11,NA,4.1,NA,-0.1,NA,2,NA,16,NA,0,NA,NA,NA,NA,NA,3.5,NA,17,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-12,2022,02,12,NA,3.2,NA,-12.7,NA,-4.7,NA,22.7,NA,0,NA,NA,NA,NA,NA,0.6,NA,14,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-13,2022,02,13,NA,-8.3,NA,-15.6,NA,-12,NA,30,NA,0,NA,NA,NA,NA,NA,0,NA,14,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-14,2022,02,14,NA,-8.9,NA,-15.3,NA,-12.1,NA,30.1,NA,0,NA,NA,NA,NA,NA,0,NA,14,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-15,2022,02,15,NA,-2.5,NA,-9.6,NA,-6,NA,24,NA,0,NA,NA,NA,NA,NA,0,NA,14,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-16,2022,02,16,NA,8.9,NA,-2.9,NA,3,NA,15,NA,0,NA,NA,NA,NA,NA,0.2,NA,14,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-17,2022,02,17,NA,8,NA,-4.3,NA,1.9,NA,16.1,NA,0,NA,NA,NA,NA,NA,35.8,NA,4,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-18,2022,02,18,NA,-2.9,NA,-10.3,NA,-6.6,NA,24.6,NA,0,NA,NA,NA,NA,NA,2.3,NA,17,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-19,2022,02,19,NA,-1.3,NA,-9.1,NA,-5.2,NA,23.2,NA,0,NA,NA,NA,NA,NA,1.5,NA,16,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-20,2022,02,20,NA,7.5,NA,-8.1,NA,-0.3,NA,18.3,NA,0,NA,NA,NA,NA,NA,0,NA,13,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-21,2022,02,21,NA,6.7,NA,0,NA,3.4,NA,14.6,NA,0,NA,NA,NA,NA,NA,0,NA,10,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-22,2022,02,22,NA,9,NA,-0.1,NA,4.4,NA,13.6,NA,0,NA,NA,NA,NA,NA,9.4,NA,6,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-23,2022,02,23,NA,9.4,NA,-9.4,NA,0,NA,18,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-24,2022,02,24,NA,-5.4,NA,-10.6,NA,-8,NA,26,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-25,2022,02,25,NA,-4.9,NA,-9.9,NA,-7.4,NA,25.4,NA,0,NA,NA,NA,NA,NA,4,NA,4,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-26,2022,02,26,NA,-1.4,NA,-10.5,NA,-6,NA,24,NA,0,NA,NA,NA,NA,NA,0,NA,6,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-27,2022,02,27,NA,1.5,NA,-7.2,NA,-2.8,NA,20.8,NA,0,NA,NA,NA,NA,NA,0,NA,6,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-02-28,2022,02,28,NA,-2.7,NA,-11.1,NA,-6.9,NA,24.9,NA,0,NA,NA,NA,NA,NA,0,NA,5,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-01,2022,03,01,NA,6,NA,-2.7,NA,1.7,NA,16.3,NA,0,NA,NA,NA,NA,NA,0,NA,6,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-02,2022,03,02,NA,3.8,NA,-4,NA,-0.1,NA,18.1,NA,0,NA,NA,NA,NA,NA,0.5,NA,4,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-03,2022,03,03,NA,-4,NA,-9.1,NA,-6.5,NA,24.5,NA,0,NA,NA,NA,NA,NA,0,NA,3,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-04,2022,03,04,NA,1.8,NA,-8.4,NA,-3.3,NA,21.3,NA,0,NA,NA,NA,NA,NA,0,NA,3,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-05,2022,03,05,NA,3.7,NA,-1.8,NA,1,NA,17,NA,0,NA,NA,NA,NA,NA,0,NA,3,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-06,2022,03,06,NA,17.3,NA,3.2,NA,10.2,NA,7.8,NA,0,NA,NA,NA,NA,NA,1.9,NA,1,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-07,2022,03,07,NA,4.2,NA,-0.5,NA,1.8,NA,16.2,NA,0,NA,NA,NA,NA,NA,5.4,NA,1,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-08,2022,03,08,NA,3.7,NA,-2,NA,0.9,NA,17.1,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-09,2022,03,09,NA,4.4,NA,-0.2,NA,2.1,NA,15.9,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-10,2022,03,10,NA,3.9,NA,-1.2,NA,1.4,NA,16.6,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-11,2022,03,11,NA,0.4,NA,-2.5,NA,-1,NA,19,NA,0,NA,NA,NA,NA,NA,4.1,NA,1,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-12,2022,03,12,NA,-1.8,NA,-7.9,NA,-4.8,NA,22.8,NA,0,NA,NA,NA,NA,NA,0.2,NA,2,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-13,2022,03,13,NA,0.8,NA,-8.9,NA,-4,NA,22,NA,0,NA,NA,NA,NA,NA,0.4,NA,2,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-14,2022,03,14,NA,7,NA,-2.4,NA,2.3,NA,15.7,NA,0,NA,NA,NA,NA,NA,0,NA,2,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-15,2022,03,15,NA,3,NA,0.9,NA,2,NA,16,NA,0,NA,NA,NA,NA,NA,10.8,NA,1,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-16,2022,03,16,NA,3.5,NA,0.2,NA,1.9,NA,16.1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-17,2022,03,17,NA,16.1,NA,0.8,NA,8.5,NA,9.5,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-18,2022,03,18,NA,15.8,NA,8.6,NA,12.2,NA,5.8,NA,0,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-19,2022,03,19,NA,8.8,NA,4.6,NA,6.7,NA,11.3,NA,0,NA,NA,NA,NA,NA,6.3,NA,0,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-20,2022,03,20,NA,12.3,NA,3,NA,7.6,NA,10.4,NA,0,NA,NA,NA,NA,NA,0.7,NA,0,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-21,2022,03,21,NA,14.5,NA,1.8,NA,8.2,NA,9.8,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-22,2022,03,22,NA,5.2,NA,0.4,NA,2.8,NA,15.2,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-23,2022,03,23,NA,3.8,NA,1.4,NA,2.6,NA,15.4,NA,0,NA,NA,NA,NA,NA,19.5,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-24,2022,03,24,NA,10.8,NA,3.5,NA,7.2,NA,10.8,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-25,2022,03,25,NA,6.7,NA,3.7,NA,5.2,NA,12.8,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-26,2022,03,26,NA,7.9,NA,0,NA,3.9,NA,14.1,NA,0,NA,NA,NA,NA,NA,1.7,NA,1,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-27,2022,03,27,NA,0,NA,-7.3,NA,-3.7,NA,21.7,NA,0,NA,NA,NA,NA,NA,1,NA,0,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-28,2022,03,28,NA,-4.7,NA,-10.1,NA,-7.4,NA,25.4,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-29,2022,03,29,NA,2.7,NA,-6.8,NA,-2.1,NA,20.1,NA,0,NA,NA,NA,NA,NA,0,NA,1,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-30,2022,03,30,NA,5.7,NA,-1.9,NA,1.9,NA,16.1,NA,0,NA,NA,NA,NA,NA,3,NA,0,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-03-31,2022,03,31,NA,16.5,NA,4.4,NA,10.4,NA,7.6,NA,0,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-01,2022,04,01,NA,4.4,NA,-0.5,NA,1.9,NA,16.1,NA,0,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-02,2022,04,02,NA,5.8,NA,-1.2,NA,2.3,NA,15.7,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-03,2022,04,03,NA,7.6,NA,1.3,NA,4.4,NA,13.6,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-04,2022,04,04,NA,7.8,NA,-0.1,NA,3.9,NA,14.1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-05,2022,04,05,NA,11.4,NA,3.7,NA,7.5,NA,10.5,NA,0,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-06,2022,04,06,NA,11.2,NA,7.4,NA,9.3,NA,8.7,NA,0,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-07,2022,04,07,NA,13.1,NA,6.1,NA,9.6,NA,8.4,NA,0,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-08,2022,04,08,NA,9.9,NA,3.5,NA,6.7,NA,11.3,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-09,2022,04,09,NA,8.5,NA,2.3,NA,5.4,NA,12.6,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-10,2022,04,10,NA,9.3,NA,1.9,NA,5.6,NA,12.4,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-11,2022,04,11,NA,10.8,NA,3.4,NA,7.1,NA,10.9,NA,0,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-12,2022,04,12,NA,15.7,NA,7.1,NA,11.4,NA,6.6,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-13,2022,04,13,NA,16.5,NA,9.2,NA,12.9,NA,5.1,NA,0,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-14,2022,04,14,NA,14.6,NA,7.9,NA,11.2,NA,6.8,NA,0,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-15,2022,04,15,NA,14,NA,4,NA,9,NA,9,NA,0,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-16,2022,04,16,NA,7.7,NA,0.7,NA,4.2,NA,13.8,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-17,2022,04,17,NA,8.9,NA,-0.3,NA,4.3,NA,13.7,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-18,2022,04,18,NA,5.9,NA,0.6,NA,3.3,NA,14.7,NA,0,NA,NA,NA,NA,NA,13.6,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-19,2022,04,19,NA,7.1,NA,2.2,NA,4.7,NA,13.3,NA,0,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-20,2022,04,20,NA,10.3,NA,2.5,NA,6.4,NA,11.6,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-21,2022,04,21,NA,16,NA,5.5,NA,10.8,NA,7.2,NA,0,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-22,2022,04,22,NA,11.7,NA,4.6,NA,8.2,NA,9.8,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-23,2022,04,23,NA,9.7,NA,6.6,NA,8.1,NA,9.9,NA,0,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-24,2022,04,24,NA,14.7,NA,7.6,NA,11.1,NA,6.9,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-25,2022,04,25,NA,19.2,NA,10.3,NA,14.8,NA,3.2,NA,0,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-26,2022,04,26,NA,11.9,NA,2.4,NA,7.2,NA,10.8,NA,0,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-27,2022,04,27,NA,5.2,NA,0.4,NA,2.8,NA,15.2,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-28,2022,04,28,NA,10.8,NA,-0.5,NA,5.2,NA,12.8,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-29,2022,04,29,NA,12.3,NA,1.8,NA,7.1,NA,10.9,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-04-30,2022,04,30,NA,13.1,NA,6.6,NA,9.9,NA,8.1,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-01,2022,05,01,NA,11.2,NA,6.9,NA,9.1,NA,8.9,NA,0,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-02,2022,05,02,NA,13.6,NA,8.5,NA,11,NA,7,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-03,2022,05,03,NA,13.1,NA,8.8,NA,10.9,NA,7.1,NA,0,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-04,2022,05,04,NA,16.8,NA,9.6,NA,13.2,NA,4.8,NA,0,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-05,2022,05,05,NA,14.7,NA,8,NA,11.3,NA,6.7,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-06,2022,05,06,NA,15.7,NA,9.8,NA,12.8,NA,5.2,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
-79.4,43.67,TORONTO CITY,6158355,2022-05-07,2022,05,07,NA,13.1,NA,7.9,NA,10.5,NA,7.5,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,M,NA,M
